:ID;journal:string
12651164;Int. J. Commun. Netw. Syst. Sci.
12651165;Int. J. Bus. Intell. Data Min.
12651166;J. Adv. Inf. Fusion
12651167;J. Inf. Sci.
12651168;Adv. Internet Things
12651169;Inf. Soc.
12651170;Electron. Libr.
12651171;J. Digit. Forensics Secur. Law
12651172;J. Medical Imaging Health Informatics
12651173;Int. J. Inf. Manag. Data Insights
12651174;J. Heuristics
12651175;Comput. Entertain.
12651176;Trans. Data Priv.
12651177;J. Documentation
12651178;EURASIP J. Bioinform. Syst. Biol.
12651179;Wirel. Eng. Technol.
12651180;ACM J. Educ. Resour. Comput.
12651181;ACM Trans. Comput. Educ.
12651182;Int. J. Crit. Comput. Based Syst.
12651183;Encycl. Semantic Comput. Robotic Intell.
12651184;IACR Trans. Cryptogr. Hardw. Embed. Syst.
12651185;Energy Inform.
12651186;High. Order Symb. Comput.
12651187;LISP Symb. Comput.
12651188;ACM Trans. Sens. Networks
12651189;Entropy
12651190;Sci. Program.
12651191;J. Signal Process. Syst.
12651192;J. VLSI Signal Process.
12651193;Int. J. Qual. Assur. Eng. Technol. Educ.
12651194;Data Knowl. Eng.
12651195;SIGACT News
12651196;J. Optim. Theory Appl.
12651197;J. Optimization Theory and Applications
12651198;Model. Assist. Stat. Appl.
12651199;J. Inform. and Commun. Convergence Engineering
12651200;Comput. Intell. Neurosci.
12651201;IACR Cryptol. ePrint Arch.
12651202;EAI Endorsed Trans. Ambient Syst.
12651203;J. Imaging
12651204;Math. Comput. Model.
12651205;Int. J. Biom.
12651206;Prax. Inf.verarb. Kommun.
12651207;Comput. Secur.
12651208;Bell Labs Tech. J.
12651209;Learn. Publ.
12651210;J. Program. Lang.
12651211;Frontiers Big Data
12651212;EAI Endorsed Trans. Ubiquitous Environ.
12651213;Ecol. Informatics
12651214;IEEE Trans. Biom. Behav. Identity Sci.
12651215;Math. Found. Comput.
12651216;Int. J. Ambient Comput. Intell.
12651217;IEEE Trans. Broadcast.
12651218;ACM Trans. Comput. Theory
12651219;Simul. Pract. Theory
12651220;Simul. Model. Pract. Theory
12651221;Inf. Syst.
12651222;J. Syst. Softw.
12651223;J. Comput. Eng.
12651224;IEEE Trans. Intell. Veh.
12651225;Constraints An Int. J.
12651226;Int. J. Comput. Linguistics Appl.
12651227;Int. J. Digit. Libr. Syst.
12651228;Int. J. Asian Bus. Inf. Manag.
12651229;Int. J. Soc. Media Interact. Learn. Environ.
12651230;J. Log. Lang. Inf.
12651231;Inf. Serv. Use
12651232;Int. J. Networked Distributed Comput.
12651233;SIAM J. Control. Optim.
12651234;SIAM J. Financial Math.
12651235;Int. J. High Speed Comput.
12651236;Ingénierie des Systèmes d Inf.
12651237;J. Community Informatics
12651238;Inf. Technol. Control.
12651239;Int. J. Strateg. Decis. Sci.
12651240;IEEE Trans. Biomed. Eng.
12651241;Discret. Math.
12651242;Trans. GIS
12651243;Int. J. Creative Interfaces Comput. Graph.
12651244;Mark. Sci.
12651245;J. Soc. Struct.
12651246;Trans. Inst. Meas. Control
12651247;IEEE Internet Things Mag.
12651248;Softw. Impacts
12651249;Int. J. Shape Model.
12651250;Nord. J. Comput.
12651251;Phys. Commun.
12651252;Int. J. Learn. Anal. Artif. Intell. Educ.
12651253;Softw. Qual. J.
12651254;Robotics
12651255;J. Integr. Bioinform.
12651256;Int. J. Document Anal. Recognit.
12651257;Comput. Sci.
12651258;Int. J. Cyber Ethics Educ.
12651259;J. Comput. Graph. Stat.
12651260;Comput. Aided Des.
12651261;LDV Forum
12651262;J. Lang. Technol. Comput. Linguistics
12651263;i-com
12651264;J. Inf. Technol. Tour.
12651265;Comput. Aided Civ. Infrastructure Eng.
12651266;Comput. Speech Lang.
12651267;Innov. Syst. Softw. Eng.
12651268;Sci. Iran.
12651269;Int. J. Heal. Inf. Syst. Informatics
12651270;IEEE Trans. Commun.
12651271;Theory Pract. Object Syst.
12651272;J. Grid Comput.
12651273;IEEE Des. Test Comput.
12651274;IEEE Des. Test
12651275;J. Probl. Solving
12651276;Res. Pract. Technol. Enhanc. Learn.
12651277;Sensors
12651278;Mind
12651279;Proc. London Math. Soc.
12651280;Int. J. Intell. Robotics Appl.
12651281;Distributed Ledger Technol. Res. Pract.
12651282;Int. J. E Bus. Res.
12651283;South Afr. Comput. J.
12651284;Digit. Appl. Archaeol. Cult. Heritage
12651285;Digit. Humanit. Q.
12651286;J. Inf. Technol. Educ. Discuss. Cases
12651287;Arch. Formal Proofs
12651288;Proc. IEEE
12651289;Found. Trends Priv. Secur.
12651290;EAI Endorsed Trans. Ind. Networks Intell. Syst.
12651291;Br. J. Educ. Technol.
12651292;Comput. Ind. Eng.
12651293;IEEE J. Biomed. Health Informatics
12651294;IEEE Trans. Inf. Technol. Biomed.
12651295;J. Inf. Commun. Ethics Soc.
12651296;ACM SIGOPS Oper. Syst. Rev.
12651297;Peer-to-Peer Netw. Appl.
12651298;Inf. Softw. Technol.
12651299;Information & Software Technology
12651300;Artif. Intell. Res.
12651301;Commun. Res.
12651302;PLoS Comput. Biol.
12651303;J. Inf. Technol. Educ.
12651304;J. Inf. Technol. Educ. Res.
12651305;Int. J. Comput. Eng. Sci.
12651306;RAIRO Theor. Informatics Appl.
12651307;Int. J. Next Gener. Comput.
12651308;Int. J. Appl. Metaheuristic Comput.
12651309;Rev. Symb. Log.
12651310;Int. J. Intell. Inf. Process.
12651311;Contributions Discret. Math.
12651312;J. Inf. Technol.
12651313;J. Sched.
12651314;J. Syst. Inf. Technol.
12651315;J. Comput. Geom.
12651316;Int. J. Web Eng. Technol.
12651317;Comput. Educ.
12651318;IEEE Trans. Artif. Intell.
12651319;Commun. Nonlinear Sci. Numer. Simul.
12651320;Int. J. Decis. Support Syst. Technol.
12651321;Int. J. Secur. Priv. Pervasive Comput.
12651322;Webology
12651323;J. Information Security
12651324;Int. J. Fuzzy Log. Intell. Syst.
12651325;Hist. Comput.
12651326;J. Cheminformatics
12651327;Int. J. Mach. Learn. Cybern.
12651328;J. Mobile Multimedia
12651329;Int. J. Metadata Semant. Ontologies
12651330;Int. J. Comput. Geom. Appl.
12651331;Inf. Polity
12651332;Interact. Comput.
12651333;EAI Endorsed Trans. Mob. Commun. Appl.
12651334;Games Econ. Behav.
12651335;IEEE Trans. Control. Netw. Syst.
12651336;Int. J. Comput. Aided Eng. Technol.
12651337;IET Signal Process.
12651338;J. Autom. Reason.
12651339;Found. Trends Optim.
12651340;Int. J. Model. Identif. Control.
12651341;Int. J. Rough Sets Data Anal.
12651342;J. Log. Anal.
12651343;Log. Anal.
12651344;Int. J. Data Min. Bioinform.
12651345;J. Biomed. Informatics
12651346;Comput. Biomed. Res.
12651347;Signal Process. Image Commun.
12651348;Random Struct. Algorithms
12651349;Stat. Methods Appl.
12651350;SIAM J. Appl. Math.
12651351;SIAM Journal of Applied Mathematics
12651352;Frontiers Neurorobotics
12651353;Frontiers Comput. Sci. China
12651354;IEEE Trans. Fuzzy Syst.
12651355;J. Log. Comput.
12651356;Int. J. Web Based Communities
12651357;Adv. Artif. Neural Syst.
12651358;User Model. User Adapt. Interact.
12651359;J. Data Intell.
12651360;Comput. Hum. Behav.
12651361;Int. J. E Serv. Mob. Appl.
12651362;Aust. J. Intell. Inf. Process. Syst.
12651363;Informationstechnik Tech. Inform.
12651364;Elektron. Rechenanlagen
12651365;it Inf. Technol.
12651366;Bull. Acad. Pol. des Sci. Ser. Sci. Math. Astron. Phys.
12651367;Data Sci. J.
12651368;Artif. Intell. Law
12651369;Int. J. Grid High Perform. Comput.
12651370;Algorithms
12651371;Found. Trends Inf. Syst.
12651372;IEEE Technol. Soc. Mag.
12651373;Found. Trends Technol. Inf. Oper. Manag.
12651374;Int. J. Robotics Res.
12651375;Comput. Methods Programs Biomed.
12651376;Neural Networks
12651377;Int. J. Simul. Process. Model.
12651378;Digit. Libr. Perspect.
12651379;OCLC Syst. Serv.
12651380;Comput. methods Biomech. Biomed. Eng. Imaging Vis.
12651381;Nat. Comput.
12651382;Int. J. Digit. Earth
12651383;Comput. Music. J.
12651384;Sci. Comput. Program.
12651385;J. Symb. Comput.
12651386;Syst. Control. Lett.
12651387;Theory Pract. Log. Program.
12651388;Arch. Math. Log.
12651389;计算机科学
12651390;Discret. Comput. Geom.
12651391;Control. Intell. Syst.
12651392;Mechatron. Syst. Control.
12651393;Int. J. Learn. Technol.
12651394;J. Cybersecur.
12651395;Formal Aspects Comput.
12651396;Stat. Anal. Data Min.
12651397;Int. J. Appl. Decis. Sci.
12651398;Cybersecur.
12651399;Int. J. Math. Oper. Res.
12651400;ACM Trans. Evol. Learn. Optim.
12651401;J. Decis. Syst.
12651402;IEEE Expert
12651403;IEEE Intell. Syst.
12651404;unpublished
12651405;Int. J. Reason. based Intell. Syst.
12651406;J. ICT Dev. Appl. Res.
12651407;ACM Trans. Comput. Heal.
12651408;Networks
12651409;Int. J. Comput. Vis.
12651410;Int. J. Internet Enterp. Manag.
12651411;ReCALL
12651412;J. Comput. Methods Sci. Eng.
12651413;Int. J. Softw. Sci. Comput. Intell.
12651414;Int. J. Electron. Heal.
12651415;Complex.
12651416;Int. J. Green Comput.
12651417;Kognitionswissenschaft
12651418;J. Comput. Appl. Math.
12651419;IEEE Trans. Big Data
12651420;J. Syst. Integr.
12651421;Int. J. Virtual Pers. Learn. Environ.
12651422;J. Inf. Technol. Manag.
12651423;Int. J. Comput. Intell. Appl.
12651424;Int. J. Account. Inf. Syst.
12651425;Int. Trans. Syst. Sci. Appl.
12651426;Telecommun. Syst.
12651427;Int. J. Comput. Appl. Technol.
12651428;Intell. Inf. Manag.
12651429;Int. J. Interoperability Bus. Inf. Syst.
12651430;BMC Syst. Biol.
12651431;J. Inf. Process. Syst.
12651432;Int. J. Distance Educ. Technol.
12651433;Sci. J. Riga Tech. Univ. Ser. Comput. Sci.
12651434;Int. J. Intell. Mechatronics Robotics
12651435;Int. J. Comput. Their Appl.
12651436;IET Comput. Vis.
12651437;Int. J. Inf. Comput. Secur.
12651438;Robotersysteme
12651439;XRDS
12651440;ACM Crossroads
12651441;EPJ Data Sci.
12651442;Artif. Intell. Eng. Des. Anal. Manuf.
12651443;J. Autom. Mob. Robotics Intell. Syst.
12651444;e Minds Int. J. Hum. Comput. Interact.
12651445;IEEE Trans Autom. Sci. Eng.
12651446;Inf. Fusion
12651447;Int. J. Data Sci. Anal.
12651448;Int. J. Adv. Corp. Learn.
12651449;Data Intell.
12651450;J. Robotics Netw. Artif. Life
12651451;Environ. Model. Softw.
12651452;ACM Trans. Program. Lang. Syst.
12651453;IBM Syst. J.
12651454;SIGKDD Explor.
12651455;Comput. Environ. Urban Syst.
12651456;J. Funct. Program.
12651457;Log. J. IGPL
12651458;Bull. IGPL
12651459;Clust. Comput.
12651460;Arch. Mus. Informatics
12651461;ACM Queue
12651462;Int. J. Game Theory
12651463;Inf. Control.
12651464;Inf. Comput.
12651465;AIS Trans. Replication Res.
12651466;IEEE Trans. Circuits Syst.
12651467;IEEE Trans. Circuits Syst. I Fundam. Theory Appl.
12651468;IEEE Trans. on Circuits and Systems
12651469;IEEE Trans. Syst. Sci. Cybern.
12651470;J. Comput.
12651471;Cyberpsychology Behav. Soc. Netw.
12651472;Australas. J Comb.
12651473;Circuits Syst.
12651474;Period. Math. Hung.
12651475;Int. J. Nanotechnol. Mol. Comput.
12651476;Int. J. Wirel. Opt. Commun.
12651477;Online Soc. Networks Media
12651478;Quantum Inf. Process.
12651479;J. Adv. Comput. Intell. Intell. Informatics
12651480;Finance Stochastics
12651481;Robotics Auton. Syst.
12651482;Int. J. Robotics Appl. Technol.
12651483;Vis. Comput.
12651484;Comput. Graph. Forum
12651485;Soc. Netw. Anal. Min.
12651486;Appl. Netw. Sci.
12651487;IEEE Trans. Haptics
12651488;Trans. Case Based Reason.
12651489;Int. J. Web Sci.
12651490;ACM Trans. Database Syst.
12651491;ACM SIGACCESS Access. Comput.
12651492;ACM Trans. Graph.
12651493;Int. J. Mechatronics Autom.
12651494;Int. J. Electron. Bus. Manag.
12651495;Mach. Learn. Sci. Technol.
12651496;Data Base
12651497;Int. J. Technol. Manag.
12651498;ACM SIGAPL APL Quote Quad
12651499;Informatica
12651500;J. Inf. Knowl. Manag.
12651501;EAI Endorsed Trans. Future Intell. Educ. Environ.
12651502;J. Lond. Math. Soc.
12651503;Int. J. Syst. Syst. Eng.
12651504;Comput. J.
12651505;IEEE Veh. Technol. Mag.
12651506;Softw. Process. Improv. Pract.
12651507;Adv. Comput. Math.
12651508;Adv. Inf. Sci. Serv. Sci.
12651509;Frontiers Neuroinformatics
12651510;Quant. Sci. Stud.
12651511;Int. J. Soc. Comput. Cyber Phys. Syst.
12651512;Ars Math. Contemp.
12651513;Softw. Pract. Exp.
12651514;Int. J. Autom. Technol.
12651515;IEEE Consumer Electron. Mag.
12651516;Int. J. 3 D Inf. Model.
12651517;IEEE Trans. Neural Networks
12651518;IEEE Trans. Neural Networks Learn. Syst.
12651519;J. Math. Imaging Vis.
12651520;AT&T Tech. J.
12651521;Bell Syst. Tech. J.
12651522;AT&T Bell Lab. Tech. J.
12651523;Adapt. Behav.
12651524;Probl. Inf. Transm.
12651525;Ubiquity
12651526;New Math. Nat. Comput.
12651527;Virtual Real. Intell. Hardw.
12651528;Int. J. Inf. Decis. Sci.
12651529;ACM Trans. Internet Techn.
12651530;Stud. Inform. Univ.
12651531;J. Inf. Telecommun.
12651532;Comput. Sci. Educ.
12651533;IEICE Electron. Express
12651534;J. Serv. Sci. Res.
12651535;Mob. Inf. Syst.
12651536;Ann. des Télécommunications
12651537;Comput. Intell.
12651538;Found. Trends Inf. Retr.
12651539;J. Algorithms
12651540;Int. J. Cyber Behav. Psychol. Learn.
12651541;Int. J. Interdiscip. Telecommun. Netw.
12651542;IEEE Trans. Dependable Secur. Comput.
12651543;J. Comput. Biol.
12651544;J. Comb. Optim.
12651545;Virtual Real.
12651546;Int. J. Technoethics
12651547;Int. J. Soc. Netw. Min.
12651548;J. Graph. Tools
12651549;J. Graphics, GPU, & Game Tools
12651550;J. Math. Cryptol.
12651551;EURASIP J. Adv. Signal Process.
12651552;SIGCAS Comput. Soc.
12651553;J. Inf. Law Technol.
12651554;Int. J. High Perform. Comput. Netw.
12651555;J. Manag. Inf. Syst.
12651556;J. Syst. Archit.
12651557;Microprocess. Microprogramming
12651558;Microprocessing and Microprogramming
12651559;AI Open
12651560;SIAM J. Imaging Sci.
12651561;Fuzzy Optim. Decis. Mak.
12651562;Netw. Sci.
12651563;Inf. Technol. Manag.
12651564;Int. J. Comput. Intell. Syst.
12651565;e Informatica Softw. Eng. J.
12651566;Proc. Meet. Acoust.
12651567;BMC Medical Imaging
12651568;Inf. Syst. Frontiers
12651569;J. Inf. Syst. Educ.
12651570;Int. J. Data Warehous. Min.
12651571;IEEE Distributed Syst. Online
12651572;Netw. Model. Anal. Health Informatics Bioinform.
12651573;IEEE Trans. Image Process.
12651574;Transp. Sci.
12651575;Int. J. Softw. Eng. Knowl. Eng.
12651576;Mach. Vis. Appl.
12651577;Computing
12651578;SIAM J. Comput.
12651579;Int. J. Synth. Emot.
12651580;Int. J. Netw. Virtual Organisations
12651581;Systems and Computers in Japan
12651582;Open Comput. Sci.
12651583;Central Eur. J. Comput. Sci.
12651584;Nat.
12651585;IEEE Robotics Autom. Mag.
12651586;J. Comput. High. Educ.
12651587;IEEE Commun. Lett.
12651588;J. Medical Robotics Res.
12651589;J. Chin. Lang. Comput.
12651590;Int. J. Asian Lang. Process.
12651591;Int. J. Agent Technol. Syst.
12651592;IACR Trans. Symmetric Cryptol.
12651593;VLDB J.
12651594;IEEE ACM Trans. Audio Speech Lang. Process.
12651595;IEEE Trans. Speech Audio Process.
12651596;Softw. Test. Verification Reliab.
12651597;Multimodal Technol. Interact.
12651598;J. Graph Theory
12651599;SIGMOD Record
