references;referenced
1373685;1224884
1205211;582745
1307349;1337573
148797;138209
236829;842405
777721;659904
527709;227494
364042;320944
404897;1517195
214505;372240
404410;1535012
1186722;1396500
932055;1307992
1556219;579573
1752984;804384
649712;1684067
1406079;404804
165983;1145009
1676423;217368
461413;1225118
162019;905794
1627074;1606389
531080;148875
1086356;1676423
298915;1549905
608724;1148152
1668433;288456
493721;184619
1496815;52888
294493;628729
432784;1813111
573567;1078805
972797;1546718
1396500;356562
1227380;1455769
751588;1733407
456073;1288969
649712;432350
140240;706759
1429480;444077
761799;842405
795791;1724306
1715589;883989
302288;1091
477134;1228939
681381;880700
1482973;1249622
885045;1373283
1197573;905619
1599876;8373
52584;1738682
1082713;1118428
791572;563542
1163338;1789024
692678;1125027
773755;748915
1748150;225523
1071405;523061
121829;52192
971366;665341
1709287;107151
1666476;1563857
35878;574966
545983;1095886
758850;345137
931202;612191
1673282;603379
1555794;842405
582745;1202812
1544867;891461
1391546;127103
716856;316117
1396500;274816
152807;957618
563404;1448639
1609104;482782
652103;1448029
1635983;433966
964162;1348457
681381;1771662
1444155;1113407
1613350;128280
681381;719168
683650;1221507
1366722;197896
1140107;1147632
263297;1240319
320896;1040444
1010108;955143
1576864;818681
1436831;181847
1147305;989187
506323;529914
957618;843524
883989;706759
469815;209002
1794591;1635677
265079;1575397
1032800;1278913
501892;71126
836707;539040
1017254;1472329
418674;849468
463804;1275901
1815792;294944
31888;843524
1474627;1071405
688835;1208749
346441;1797556
385606;1249308
695317;1418546
488010;858012
266910;1588621
792443;1622774
674499;1657854
52888;818681
1484282;313083
1243554;446155
1093371;738913
706759;1082094
241752;273782
774745;198536
1048746;1218527
558092;536083
58261;1529367
1333795;313239
1310149;357869
1770975;39294
567418;130022
494408;1613350
581821;1186722
1613350;223960
849468;465329
978071;1546088
1696001;1032007
1383945;85772
901870;1186722
1026887;1494849
268343;1568722
1494849;210635
728297;807719
609253;648385
1218774;1330140
1692481;1245134
628035;1537476
1241505;1380946
224492;1354731
1544867;901073
1813111;149980
985898;1595122
1788892;144733
933276;720048
748915;108831
1627759;1027884
12993;56467
762790;1669984
607982;1560863
1363407;1674447
247967;901870
1671437;434796
415788;1668647
197896;1039240
1609104;802089
287008;929966
1788892;1307349
755721;1799546
136819;1466209
384603;1404390
1365889;1560863
1227021;728798
1599876;1550618
505558;880330
1388;1485153
1558196;800331
1561863;628729
54153;40133
544543;129505
1347185;330977
761799;41593
499447;1636364
610574;915898
976710;719760
1070386;1724306
1664788;155814
227494;1670048
1327162;12993
1716356;1419645
901073;1283987
1202812;1813111
357869;1448029
301193;1333158
1126833;39294
1495587;535049
882228;794766
668849;1502707
852384;1027884
1521063;1330140
1103655;303506
818681;743434
1038253;16160
3015;215497
1608965;1333158
407910;223960
1174532;184619
1393469;1469167
273782;1521632
1395493;406557
1429480;1769274
1383945;184619
1434443;1650738
1640642;130022
529914;1309347
198536;330977
423593;31350
166310;843524
846391;1814502
118881;1023596
687179;1410082
1450088;83404
1010108;988004
460272;789711
1349526;1736531
234105;761799
1448802;1478454
1226208;743434
460995;313083
607982;1089315
1649711;1494849
603151;65517
765817;747896
1365286;1286905
1655456;1310149
690996;1636364
1649711;133010
1061858;653311
875626;1692687
778541;683433
661497;1079039
1172845;584305
6762;1814502
212029;998294
791175;765817
1471507;762797
1697743;1239202
623325;298915
865609;494408
1452876;954827
442490;574966
1698166;1329644
476394;249145
584704;52584
1091;521312
566695;37090
450079;1395493
884621;406557
1574828;853457
1807000;487783
899173;144733
74282;136660
1444155;159118
267718;71126
940895;916564
810749;794766
1221498;719011
1227380;1244547
952181;285180
385572;1015068
403334;683433
921565;819435
1110498;357869
535179;1005427
1325840;346441
574966;1056348
1365159;686859
175092;620598
1677821;636784
648385;815469
1564209;1061598
166310;1013863
1174532;759149
39294;755721
345707;271214
1143756;490186
302288;1788602
241752;808474
1429480;193554
566695;382732
1354731;1302035
1449637;1595122
1341542;184813
1333795;506156
490876;1448639
901073;1396500
1555134;603379
1056348;1147632
792443;1623823
1391546;279698
1127706;745926
511318;1240319
1644630;1369647
1249622;765817
357869;136660
1032426;1471507
718550;876431
389256;800331
153873;882327
346441;1395487
774743;1031492
852384;107151
830421;529914
870555;86197
1603316;1679128
690996;6522
1110498;1486445
1269823;354644
96560;154746
1697457;1296338
446831;1632907
287947;1103655
1184209;830421
1676423;187573
55078;916564
35878;1635677
368576;449364
1586857;1568722
1027525;1553690
1460658;1593702
1159246;878239
1688939;442490
716856;1395487
1693729;1239202
313502;1543681
8373;71126
49843;1206203
669799;1738682
99023;497513
1292974;444077
166310;1353223
471357;403334
314725;709763
1104048;1775011
1238526;621425
244475;466220
65517;683433
364583;415342
621897;1228726
612191;512839
1660204;230160
309476;1040444
701070;1191051
571273;1393469
985898;1637245
558617;209002
1115014;140362
954605;679325
1692996;155019
1406868;432350
1539027;1581815
1585681;5411
1624977;117599
615364;379174
1768435;149844
922283;875060
910438;361368
1693865;279698
493438;826519
608724;1301044
579991;867361
15548;1341035
295139;208772
706759;718550
257391;362434
221287;743434
1601417;1657854
431092;184813
1788892;1028584
1194461;6615
1550618;921565
93132;872221
1810055;810979
900300;1361815
1393918;1535111
1268277;161269
52888;1309347
212029;589191
1553690;584704
1633124;933276
1041107;1697743
886613;385606
955143;819435
804141;674499
1715145;1028515
789508;182605
1026887;858012
1198182;1010108
15883;1568173
1622774;1280519
229287;1789024
707638;1494232
941119;86197
1283987;449952
1415382;867361
876610;1349526
610751;473070
1281918;1369647
90294;278968
1496982;1017254
980020;1449118
1739009;1249308
1479534;901073
936110;1253795
236116;41593
603379;163357
177064;1345177
804384;1684067
808287;1307349
469815;408900
802089;755721
1275641;175092
121590;1472329
1035038;1769274
188435;1127706
221938;648385
591848;1061598
1516187;1569375
1627507;1185599
1279312;1039487
1418546;1348836
251746;1028584
722469;1471507
732615;1380946
1563810;512839
1638427;1249308
1139486;891461
1553690;602342
870555;1147632
1281918;916140
914608;1103124
1038942;1485153
1543681;652234
1072516;915898
685547;728798
485597;582745
1070386;768675
1119501;1354071
1390698;566695
1103071;1576036
896825;826519
929682;1635677
1090942;1446963
1300418;854128
320786;1549602
665341;237040
257391;767593
1210970;882327
810979;366206
512839;618247
1501620;418632
573567;209002
66914;849468
1769274;363116
434796;21951
188688;297972
229333;1692481
1015068;1226599
880700;1502707
609356;245206
621897;1201854
311502;28916
227494;1593702
1771662;535049
320228;749663
506156;1289923
1456877;236116
337358;433966
354571;1245134
1543088;11068
1588621;849468
390085;1637245
1715589;997982
1267135;1361815
350626;15548
1132703;35048
591848;573701
1537870;119821
1446963;687619
1344391;1147978
639332;1082713
1186097;941119
120343;1563857
309773;1575397
852620;637774
385606;675534
356711;1228726
1365159;5781
1422719;1190613
1484827;187573
1807063;539040
1552804;1228939
539040;1634188
366206;291511
1632907;444077
433966;1747233
1115014;72095
1688939;654655
958059;891461
124858;69894
1118428;955143
1292974;1769274
512839;1039487
769826;1337573
1519977;1658827
1700909;535049
1490167;474464
1543681;20175
382143;316117
1645932;1624977
293295;1086356
74282;1221507
669189;1571182
173821;1557031
359688;915898
1132564;683433
1552663;686581
274816;1527533
1383945;111790
505292;761799
1364731;1768435
1091;1435983
614894;432784
1017254;1244547
1580328;1502707
1354731;161623
331548;128280
518915;444077
267728;15901
1403418;652234
164942;1061598
1699834;148797
1697457;161269
621301;298915
1700909;56467
759149;575280
1472156;1813111
1347185;1550618
36490;1039487
1418546;237040
389256;1161143
503857;344302
921565;330977
870027;449364
652103;955143
1118510;372240
810749;770098
1788602;535179
807719;446831
1321008;1221498
754613;1275901
852620;671761
488010;1497272
1448152;1636364
876610;1240319
1228726;1306805
1442736;1127782
1235417;1657854
1274721;155524
767593;1606389
783033;1448195
1588621;1807063
728297;1781265
1781265;1017254
451500;317670
1090942;1353487
544946;748915
407825;376474
1175750;161269
1118510;193554
1189345;1441168
316117;1418546
932055;850732
1429480;1281918
1007187;1605552
189951;1280519
1197573;87791
1446963;652103
901073;1738682
1448195;1255550
1040562;570361
422477;1679810
633195;609973
512839;1448029
1224371;81804
1201854;1454243
517575;1441168
1601902;1172257
1679810;1715145
764940;755599
847410;1688
236116;1235110
1240319;1448029
1242355;585167
1563810;93132
108831;1520693
274954;1238526
374795;446831
41674;512839
221287;876431
1586857;223960
1667234;954827
511208;959509
1082759;1010108
1573833;1635983
364583;1228401
517575;1378886
1477903;658272
1373283;1614983
1078805;210635
613737;301193
1658744;1426774
1560356;359688
1403418;20175
802089;71126
792443;957618
1082713;574966
797742;1114199
1789024;607355
1688939;783033
989627;198536
1517802;821061
257391;449364
527403;1393469
1756334;1448152
807719;1095886
138627;433966
1799546;87791
1365159;493438
709763;421533
108831;994405
875054;1573833
1739009;579773
538914;1286905
439701;1361815
75067;36490
460272;1716356
535179;1632847
62477;1039487
1209391;111790
1449637;220776
282544;144733
1368903;357869
305562;1366722
1799546;181698
895989;555508
770098;1005427
1327342;1506273
265079;344302
1450088;316834
397387;686581
1393918;1657854
1291450;607355
246555;163313
5411;198227
134560;1613350
471352;778541
1309347;12993
1200926;360435
66914;385572
354644;849475
163357;847410
1472329;986644
758481;1635677
1529716;43929
40380;1581016
1636364;1125027
1442764;1531151
1702607;209002
959509;1067598
1437394;1521632
1707342;1027884
1568173;1441168
610275;1699467
1469449;1807063
621897;192638
1243554;1681771
15548;92058
147329;1114802
1688;1144321
1677821;1803942
1716356;1071405
302288;773669
1796106;1269501
1032426;313083
600962;644890
285180;1067598
121590;1531151
352759;609973
1564209;1448639
705233;421533
183860;558617
1658744;671761
1788602;1669984
1707499;444267
940895;1280519
1057598;607355
865632;1549602
1681560;223960
1375381;813000
297098;75067
648385;878239
405103;1622774
1074707;849468
1147978;1348457
578238;129505
997982;535179
1778470;1497272
1664829;1253067
1353487;628729
1556219;499848
292799;523061
738913;707638
1756334;81804
510479;579773
155220;1448195
1161143;957618
502452;1364731
1198182;137780
1358953;1539337
914563;149844
842405;356647
188435;880700
1799546;1354731
1205211;1395487
331231;941119
1224371;1521632
450079;669531
506323;941119
257391;875060
882228;1460658
959078;120828
1768435;1557031
908949;705233
1411852;1183563
1501620;800331
418632;1444155
11779;316834
1448546;1017254
1448195;719760
910438;1281918
113796;66914
1581016;5781
13407;1103989
1405747;1089315
136819;954827
853962;1606389
215364;654655
849475;787986
702972;880330
480214;31350
1223165;731271
181698;364583
668708;789508
1769274;1344391
24270;65220
1796824;1485153
1292974;1679128
739243;210635
668708;75756
1221498;258555
680940;1807063
774334;1456877
401435;1586710
1671437;1419645
598886;1595122
1193714;954827
1479521;853457
610275;1448029
1660204;1223409
1424933;719760
1609104;1771662
1086253;884621
104967;1630115
469815;69894
1682202;653311
1756334;1266380
1174532;707638
49843;669531
989187;958059
1266380;279698
1479521;1186722
1619398;35479
717609;506323
188435;1005427
133296;1679128
311502;686859
529914;192912
326138;1100958
385951;954827
1431138;387150
71126;1453948
539917;771098
1603316;1300418
247967;789097
764200;1079039
1472329;1248930
1581016;709763
221287;1005427
1296112;1347185
265079;1307992
1670048;1253720
1208749;93132
976710;1495587
775384;562977
5781;298915
1405936;955143
649502;558617
1530546;985654
573916;562991
215497;1436831
794766;444077
1750090;1681560
382143;1395487
1788564;860825
71126;155814
954827;1544043
610275;117599
38917;875054
942590;916564
620598;433966
589191;1535111
615364;11068
716692;720048
230160;404897
1472329;302370
331548;476394
1014505;38130
1650738;1475397
822699;765817
72147;840705
1296853;1609104
66914;1223409
815469;1674447
282544;1713610
1689283;274816
842930;36490
1546718;161312
1418546;1025374
1645862;1520693
190774;852957
637774;1001706
159256;1366722
1650738;275008
581576;1586417
224492;298915
572296;511601
1486661;688835
899731;853457
544543;1709287
1490167;1382853
1645862;1047238
372240;1205211
998294;731109
1123136;433966
1257742;881173
718550;1603800
13070;346441
1666476;378968
1599876;1520693
40449;1655064
190774;1563810
1292974;957618
1039240;1725461
444896;794766
1446812;446831
681007;331548
1776275;1378886
211926;901073
821061;153060
544543;1810899
166310;1472156
1770742;382143
929682;66914
474464;1547990
408900;1502707
414512;1789024
621293;1569375
802377;1472067
1667234;1118510
120828;229287
114370;748915
1693729;1698166
184813;1696001
1645439;614350
1470692;223002
1669984;1448152
1814947;402670
401435;1799546
571273;961605
772349;653893
190774;901870
1693667;1431138
567418;849475
475113;954605
1627762;772349
731109;1681771
477134;915898
618979;1330140
813000;709763
341221;490876
1175750;538914
214894;246542
95708;997982
964096;29332
439701;956042
1519481;914563
1240319;449364
317670;810749
976710;1240311
683433;1228939
294493;1253067
767593;117599
1485153;797742
774743;1396951
1032599;1576036
972797;883526
113796;474464
1223967;270373
363116;1709287
615364;958059
918237;1137975
555508;1163338
282544;1485153
1516187;637774
534850;858012
916140;212088
1586857;767593
918237;1074404
455583;649712
379597;1249622
2431;1089315
1627074;846391
858685;1152767
1235417;809930
308747;43929
1315694;716692
1178595;1534384
1416591;515036
649712;316117
515036;1502707
450079;471357
1464495;848847
664311;382143
570361;765817
573701;197896
1292974;1123419
335626;1131715
1557874;234105
1040562;1518885
708858;1429480
1328411;1257266
155358;910438
220998;544543
972044;1650738
1568173;52888
456320;1301044
1427644;1448195
1244547;1337573
208772;1576864
880330;1636364
1415382;512839
1027884;375225
954605;1478454
136660;356562
775502;147329
1586710;487783
502452;1369647
703288;1448546
1669943;1350866
746710;1721622
685547;849475
372240;385606
918237;605621
1072499;1218774
408900;402670
1616821;1703908
1203397;807719
1046654;679924
102669;1576036
891461;444631
1106904;1237346
1517802;1635677
1344391;511601
1198182;505947
1558196;493438
1667234;1519481
172223;533285
1024814;1670048
584305;1283987
775502;316834
563404;858012
248911;1071939
774745;719168
1446812;1487729
308120;1424008
241752;804213
598886;83404
1032800;1365286
1248930;1472156
1127706;880700
954605;915898
1082759;1535111
1539027;669893
603151;719760
1249622;1813111
748915;808499
95708;910438
352166;796041
199007;1194496
832393;865632
722469;1027884
260539;282544
1658827;1635677
916140;154746
415342;1230471
1558196;849468
1810017;1278913
1546711;598832
974689;16160
738913;664311
1395487;895989
1175750;1193714
604005;555508
1450088;1673282
1426774;1552663
386281;1280519
716434;1452876
749663;506156
732615;954827
1645439;1395487
1040121;303506
1506917;1453948
883526;1352185
1084323;129505
545983;607355
805263;316834
1586710;988004
575280;1226208
872221;209002
66914;1716356
1747233;832393
1292837;852620
1038942;1451898
1581934;743434
1552205;808474
669189;1449118
918237;1712050
346441;29521
1777805;858943
189951;187573
844961;154746
935063;446831
1661019;416007
1038054;1681560
119821;584305
1807063;1307349
1350866;87791
113796;1019276
1607723;24781
1550618;1700909
1494232;362434
1147305;848847
224492;260313
685073;1040444
1419368;1636364
153873;619728
1810017;1154133
441923;1264496
192821;159118
675534;680940
170076;626168
1072499;1190613
356647;600256
118881;872221
75067;900503
703774;361368
1261299;1283987
1114199;1027884
765817;1700909
1344525;852384
1352185;1354731
1161143;1344391
439701;669893
787986;621425
1361815;396995
1017447;1079039
954689;244475
789508;345137
215100;317670
1235110;1256473
1549905;305562
1209391;511208
1014505;910438
562977;1448639
255264;732193
870027;781991
570361;541011
1482588;1738682
1028515;1700909
392885;1448802
506435;197896
614894;558617
1333795;681012
1815832;1634958
1273921;390030
1031492;1380026
637774;270373
278644;506156
314725;766658
480214;1180520
880330;1096736
1448195;335626
1419258;1333158
320228;405103
1218527;497513
818681;918237
1810899;245881
93427;95816
1495587;1147978
217021;1569375
163357;1396951
29841;1104220
756926;1152767
1552663;1676423
914608;1484827
730754;535049
336781;1113407
358902;111790
1531151;349990
579573;221938
1006438;352759
1669943;1810899
92058;1568173
1127782;679325
883526;1696001
1211384;402670
448194;197896
1275901;891461
972195;149844
1810403;1028584
770946;1777938
1184209;1393469
1132703;1239202
1293411;52192
1292428;302370
628729;1123419
1240319;794766
1123419;1079039
1693126;755721
1789024;549212
1013863;1095886
769408;832393
67582;1697743
269276;437115
938534;56467
488010;1475560
836998;1452876
1670791;1455769
1446812;253597
671761;433966
302288;1118510
1456491;567418
1614943;1330140
164942;1209391
899062;1325840
1279974;1700909
1105034;915898
1095886;1221507
480945;1613350
669189;946913
515422;356562
352166;1688939
954605;1092600
206076;1131298
995020;783033
341064;1494849
922595;633195
113796;564427
1297928;1104048
719760;703288
1365286;1291882
718313;214505
1223165;1693729
731109;789711
215497;731109
15901;1189345
503857;1696001
1227021;221287
252754;274816
356512;853457
1817027;1307349
1315091;1221507
581576;1056348
212088;11895
600962;1396500
224492;33279
701070;1776275
236116;189951
1341035;27301
215274;1772954
155814;1609104
1679128;1264496
716692;279698
1577540;1395493
193936;193006
1020441;664311
21456;1280042
1614983;628729
728798;943288
578238;1444155
1456491;82554
774743;313239
1001706;214505
1137530;1114199
856447;901073
955143;1449437
278968;1079039
461413;749663
1333158;316117
951276;1239202
1266380;1115014
1417976;1700909
608567;681381
1472156;1103124
1807198;1147978
808499;1185599
440308;705233
1736531;506156
995020;521312
1348457;1660204
818681;1291450
1267893;1571182
1502707;883989
1127706;1644630
1408385;392885
237528;1448195
1577540;1089315
1072499;905619
1113293;1543681
623325;75756
1225118;460995
1039100;1645939
94496;1448195
1472329;1352185
325970;929966
1253601;692678
10889;184813
1546852;773755
1436632;535049
728297;1658827
985035;880330
1747233;314725
43929;547392
652234;584704
54153;1363407
967909;215497
475113;1079039
252915;1557031
533285;1238551
858943;487783
1693729;956042
1794591;161955
1206203;872221
11895;882228
348088;1636364
712173;1724306
1269823;1424008
1139486;872221
852874;1715589
1519481;681007
1452876;1650738
364583;1472329
74282;1475397
211926;356562
89833;1344391
538914;954827
852449;822868
1688939;1619398
415342;1451898
1750090;1613350
769826;193006
1494232;597714
1137094;75756
609973;994405
853457;1660303
762790;1448195
52192;155524
747896;1137975
1581934;876431
974689;582745
598886;75756
771368;433966
526827;1448029
494408;1673282
153060;988813
1086356;1569375
1494232;1766746
1267135;1253795
1228939;1709287
1090942;946913
1223165;356562
1026887;1544043
609356;499848
728798;499848
1295707;12993
1408385;1810403
940895;210635
233935;1645439
1535012;1203397
720048;1693729
1616176;688835
59226;1311723
432784;197484
1672743;1621029
1284694;845024
1736712;1606389
1601902;314725
1353223;503214
845024;1017254
456073;771098
1072499;336781
804213;1228726
1637245;487783
1113407;1669984
432350;130022
205867;221287
671725;1619398
442490;1397698
285180;1147632
287008;852957
672252;1454243
585590;619728
1482794;1041107
256357;5781
1010108;1419645
1161143;1152767
1536770;1464495
35048;1147978
1667187;129505
1304089;1658827
544543;357869
137780;1676423
198227;594905
802377;833112
1352185;15901
1596311;14870
8763;263297
1123136;598832
884621;731109
558617;601150
502452;358902
1476506;1666515
397387;52192
526827;1560863
614350;1253601
1240311;184619
1536770;1174532
1030874;398077
1533899;541011
1546711;1799546
1206233;1249622
29332;6615
424836;802089
1770975;994405
1469449;330141
1071405;415342
52888;1667187
1039240;421533
1325840;796041
348088;880330
1563810;1032800
1474627;1309515
1228939;832393
464794;554285
942590;515036
1440731;695700
1147632;603151
1000462;1724306
258746;933276
1031492;1560863
389256;621897
49843;1581815
1344391;1337573
388674;464794
935063;658272
706759;1061598
1259022;402670
1497272;1020441
1162061;1221552
18993;1368903
918870;1253601
1448152;1419645
16160;1030874
1681560;1771662
1300418;402670
1449437;1550618
396995;1205211
881990;1291450
222770;317536
1315091;853962
402724;1693729
1086356;279698
1084323;1803942
1210970;39294
1682202;915898
937516;1329644
1186097;1634989
1608965;429510
352759;1448029
1347185;130022
1810055;1475749
822868;1223165
311502;298915
1293411;1307349
316117;1110498
914563;40133
1669984;74721
1024814;621425
1126833;994405
1524040;549212
762797;230160
1375381;796041
437115;1395487
301193;1792183
446831;5411
1045904;1208749
751588;1535111
149980;11895
1220604;31888
1063848;815469
1091367;637774
652320;695700
1626643;1040444
1581934;748915
439701;71126
297098;1144321
745926;1469167
1307349;1613350
520826;1327342
918870;1366435
822699;743434
566695;1552663
214629;133150
943288;1089315
335544;1152767
485597;378968
607355;1380026
1441238;1529367
608367;1605552
856777;626168
291511;1789024
1268277;279698
1230471;1541341
709763;11068
972044;1817027
1211384;617844
94496;693747
1353487;232572
511208;1658827
1817027;881173
1810017;1712050
1633124;1766746
33279;1180520
1766746;1627762
1148152;1451898
630802;558617
102669;1281918
1266380;840705
197484;427331
480945;1561863
718313;1363407
444631;815469
1788564;1613350
43565;1766699
1404390;1274721
18993;1253601
392052;1588621
67582;1799546
942590;1123419
1235417;900300
1326468;1123136
1279974;1682202
1712050;1032007
1699834;1698166
718550;1768292
1144321;705233
65230;1113407
1576099;585590
832393;1292837
359688;802377
501892;1404390
1446963;1249622
1291450;24270
658766;573701
1315694;1424008
910438;1502707
21951;1655064
569578;773669
1224884;485597
67582;1527892
1546852;601863
1446812;1448029
1479534;331548
444267;1230471
918237;419665
598832;181698
1788602;679325
41593;1724306
1392181;654655
986644;163313
224561;1495587
310749;1624977
73508;1333158
1279312;6522
541011;628035
872221;1789024
1019276;274816
182337;1510428
284492;1118428
818681;1803942
173821;1307992
1509457;1434443
463804;1799546
187573;1383945
44486;161269
1365159;1399713
1661019;270373
679325;624282
749663;959509
809930;511208
1484282;523061
986644;685547
1738682;217021
1000462;236829
1650738;1448639
215741;1536770
1074314;65230
918237;1807063
1452876;1810017
937946;154746
332533;626168
1032426;1658744
164942;503214
35048;356562
311502;1435009
1575397;608567
94496;86197
502452;1118510
899480;1778470
1736712;897687
989187;10889
1557031;1550618
198536;266910
1441238;1312587
316834;562991
220776;162256
731109;1017985
1676423;1223409
1600357;297098
1119501;11895
731109;731271
1396500;1383945
661497;1529367
390085;502452
769826;1588621
284180;1622774
536083;972797
1242355;29332
1363407;1185599
1293411;1071939
78484;762797
316834;1419645
850732;1568173
1537167;765817
1131059;1469167
197484;880330
1366435;1495587
1536811;1264496
215741;1676423
446831;1189345
1253795;1673282
114370;1448152
899731;686859
368352;1010108
445474;1031492
1561863;69894
164296;335626
1363407;317536
44486;1307349
1679810;1107177
1667234;1226599
755721;847042
336100;900300
1424318;536083
1093371;245206
971366;730754
293295;1435983
1608965;497513
1283987;313239
759219;1462352
794766;1278913
279698;1476506
1337573;1249308
505558;1494849
899062;398077
15548;610275
215073;1159246
547392;1341542
1594417;464794
633195;449364
687619;1422719
1667234;1650738
252754;336781
1354071;1148152
193554;671169
163313;872221
1431982;1253720
1619398;1032599
94496;688835
166310;136660
1014505;1221507
1022019;56467
1139486;366206
246542;366206
668849;1568173
994405;1067598
695700;1010108
936110;536083
1422719;1681771
1604754;245881
636784;433428
302370;609973
279698;941119
1777938;598886
1209436;1475560
1032007;994405
1633124;1613350
881173;418632
298915;1264496
78484;1411852
1724306;1270031
349990;1253720
1227380;1434443
1429480;230160
451500;1678501
936110;471357
356562;72147
1794591;1636364
1354317;1713610
535179;958059
244475;1344391
1588621;193554
89833;686859
120343;1768435
1448195;1145009
40133;1368903
95708;794766
882327;1089315
432350;511318
723740;1552205
1660204;1300333
133010;621897
1448639;1756334
1244547;1527892
1266380;754613
937946;609973
683433;693747
1365286;1778470
1213380;72147
28916;562589
872221;268983
1693667;1309347
1277066;357869
406557;364583
1452476;12993
654655;274816
1031492;385606
1658385;571273
955143;659904
13407;1588621
1061598;1495587
378968;272511
770958;1061598
331548;693747
368576;497513
1382853;1397698
490820;901870
223002;630671
1118428;566695
758481;728297
1314966;567418
197484;1291450
1147632;380549
1667187;1393469
320896;884621
1609104;1061598
605810;1574828
119821;1469449
882228;137649
361416;313239
1012494;161269
1072516;1549905
266910;566695
1814502;1388
162019;1632907
1224371;279698
1581815;972797
421533;1203397
865632;397387
215497;1245134
972044;473070
1270624;144733
458983;1534806
547392;1475397
1424933;54153
630671;1485153
1186097;237528
59226;1635677
1376759;1462352
1015068;867361
788572;1250181
1131059;804141
439701;695700
1625323;719760
914322;1382853
837272;802089
1470373;1103989
1296338;485597
1558196;1658827
1625323;171057
808499;730754
336781;895989
536083;1527892
1017254;1395487
1233378;92058
1200926;1156348
113796;309773
1599876;1817027
936110;1632847
1026887;760576
533285;608724
449952;244475
16160;171057
329271;336781
336255;1201854
1450088;464794
1607723;535049
682106;215274
273782;313502
171057;1344391
107151;1434443
38130;1709002
614350;384603
1221507;274816
237421;1422719
810749;1095886
836998;1448802
1238551;1395493
578238;1469449
444267;1622774
1272897;755599
728798;1226599
96560;1125027
380549;363116
852384;1534806
845024;1560863
372240;1581815
190774;1658827
40133;1253601
1082759;1766988
734514;354571
1047238;1161143
237421;1424008
668708;325970
1030874;1048746
270053;1692481
570361;558092
1469449;688835
533285;1399713
1288969;449952
43929;1395487
164296;1327342
695700;155524
267718;620598
598886;1673282
238950;86197
331548;915898
270053;1502707
368576;154746
1577540;1025374
1497272;1330140
376474;1189345
356711;317536
1536770;1300418
1570380;806442
1048515;1557031
35048;815469
950275;910438
1452876;1634958
373515;788572
163357;1289923
929837;1472329
1105034;1506273
972195;108831
1096736;1502707
921565;130022
569578;1113407
669799;915898
183860;17684
95708;295139
1223967;449364
161441;844961
1450088;223960
511318;155814
671169;397387
104967;1211384
1257742;153873
1185599;5411
138457;598832
430170;1655456
581821;1189345
1006438;1657854
1074707;1377244
1738682;1118510
1163984;1788602
597714;1441168
1281918;1456321
293295;537828
573916;601150
1026942;1696001
226082;144733
511208;1268277
74282;1572317
1250181;1397698
797742;162256
494408;444631
217021;867361
914322;1435983
1448546;1721622
988455;1031492
940157;1495587
1619002;1264496
361876;601150
1383945;657635
8373;1118428
1699565;1536250
317536;618247
1677821;581821
679924;238950
583487;1637245
1569375;539917
1426667;730754
362434;679924
1103989;997982
882228;71126
95068;437115
1508438;234105
1796824;637774
1815571;959509
729752;346441
224561;54153
320228;1444155
701070;167889
1634958;778541
1268192;192638
1527892;193554
117599;1426774
120346;772349
1788602;1103655
121829;432350
762797;5411
404410;234105
1594417;1448029
770098;154746
429510;1257502
1123136;1039487
754613;1586710
1104048;210635
1655456;1194461
845840;161623
1378886;1544043
57330;1152767
1233378;1270031
929682;954827
1365159;75756
859940;193936
1366435;1145009
1574828;679325
583487;1576036
533918;1670048
1292974;1681771
313083;1250181
418674;24781
878239;706759
1448546;1399713
1610527;614350
1536250;1201854
388674;1288969
356512;1330140
932773;608567
167889;1667234
1733407;415342
335544;959509
867563;1623823
619728;686581
1361815;1419645
985898;128280
1209436;584305
75756;843123
1093371;1024814
1299715;182337
49843;1419645
1608965;501892
153060;566695
899173;27301
432784;1810017
473870;1327342
1798268;197896
388674;449364
1752984;719760
658766;958059
1039487;1348836
35048;853457
824020;494408
797742;434796
1325840;850732
59226;1208749
15548;225523
503214;678483
1588621;853457
672965;558617
1770975;983431
121047;765817
914322;245206
598832;128280
1125027;192912
344829;1091
432350;610275
908949;162019
15548;1426046
1036971;574966
1429480;298915
810979;1238526
418632;1340811
1186722;1280519
601863;961605
302288;378968
747610;775384
494408;658272
1377244;1613350
403334;380549
1769274;1194496
518915;1476506
637774;1546852
245206;1017296
435147;1244547
1186097;1032599
1123419;221938
614350;1032800
860825;1074404
351505;1241505
693747;572518
1358181;608367
1574828;1605645
482782;1595122
1071939;678483
245881;435147
1216380;329271
388271;1441168
1250848;1161143
579773;1211384
368352;1535111
1327162;1576036
1284694;82554
444631;1300418
843123;1807063
1588621;905619
796746;1535111
1161143;1807063
1543681;429510
471357;39294
1253126;1601902
41674;1670048
518915;1418546
1580328;1119309
1781265;1634188
566695;511208
562665;1301044
222770;398591
1502707;1560863
1616821;1670791
1553690;474464
1424008;1476190
1358953;387150
642410;35479
1619398;429510
297098;181847
1714427;1681560
921565;74721
719168;955143
1055406;910438
1038253;858685
804213;612191
767501;1448639
345707;1525688
1486661;1418546
1084323;314725
407825;1078805
193054;1431982
1074314;1475397
137649;1046654
1206233;1330140
331548;147329
1209391;521312
1534384;223960
954827;357869
591848;1422719
1449637;1606389
423216;897687
1674447;1393252
93427;728798
215497;915898
1667234;1814502
1593702;1530371
