id	title	page_start	page_end	year	citations	conference	keywords
918237	Research on a Integrated Real-Time Simulation Platform for Aircraft Control System	379	385	2012	1	Asian Simulation Conference	['Architecture', 'Systems engineering', 'Simulation', 'Simulation modeling', 'Control engineering', 'Hardware-in-the-loop simulation', 'Control system', 'Engineering', 'Real-time simulation']
921565	Decision making as optimization in multi-robot teams	35	49	2012	13	International Conference on Distributed Computing and Internet Technology	['Motion planning', 'Approximation algorithm', 'Computer science', 'Multi-objective optimization', 'Robot', 'Optimization problem', 'Global optimization problem', 'Distributed computing']
922283	Parallel Algorithms for 2-D Convolution.	262	269	1986	24	International Conference on Parallel Processing	['Computer science', 'Convolution', 'Parallel algorithm', 'Parallel computing', 'Overlap–add method']
922595	Integrated the simplified interpolation and clonal selection into the particle swarm optimization for optimization problems	433	440	2006	2	Simulated Evolution and Learning	['Particle swarm optimization', 'Derivative-free optimization', 'Mathematical optimization', 'Computer science', 'Test functions for optimization', 'Meta-optimization', 'Swarm intelligence', 'Algorithm', 'Multi-swarm optimization', 'Imperialist competitive algorithm', 'Metaheuristic']
927230	SIMPLE DESIGN OF THE STATE OBSERVER FOR LINEAR TIME-VARYING SYSTEMS	225	229	2009	1	International Conference on Informatics in Control, Automation and Robotics	['State observer', 'Alpha beta filter', 'Separation principle', 'Control theory', 'Control engineering', 'Engineering', 'Time complexity']
929682	Speeding-up reinforcement learning through abstraction and transfer learning	119	126	2013	6	Adaptive Agents and Multi-Agents Systems	['Robot learning', 'Algorithmic learning theory', 'Instance-based learning', 'Multi-task learning', 'Active learning (machine learning)', 'Inductive transfer', 'Computer science', 'Artificial intelligence', 'Machine learning', 'Proactive learning', 'Reinforcement learning']
929837	Region of Interest Discovery in Location-Based Social Networking Services with Protected Locations	9	18	2013	0	Pacific Asia Workshop on Intelligence and Security Informatics	['Mobile computing', 'Cloaking', 'World Wide Web', 'Social network', 'Computer science', 'Computer security', 'Knowledge extraction', 'Region of interest', 'Social computing', 'Privacy model']
929966	Analyzing barriers for people with hearing loss on the web: a semiotic study	694	703	2013	3	International Conference on Universal Access in Human-Computer Interaction	['Web system', 'World Wide Web', 'Computer science', 'Semiotics', 'Universal design', 'Universal usability', 'Hearing loss', 'Citizen journalism', 'Multimedia', 'Web content', 'The Internet']
930596	Runtime generation of robot control code from ontology file	157	167	2011	2	International Conference on Adaptive and Intelligent Systems	['Ontology', 'Robot control', 'Knowledge representation and reasoning', 'Programming language', 'Computer science', 'Semantic Web', 'Code generation', 'Behavior-based robotics', 'Robot', 'Executable']
931202	Digital Toolbox: E-Mail Attachments: Finding the Right Fit.	78	79	1997	1	IEEE Internet Computing	['World Wide Web', 'Computer science', 'Toolbox']
932773	Enumeration of the bases of the bicircular matroid on a complete bipartite graph.			2003	1	Ars Combinatoria	['Discrete mathematics', 'Complete bipartite graph', 'Bicircular matroid', 'Combinatorics', 'Edge-transitive graph', 'Forbidden graph characterization', 'Simplex graph', 'Graphic matroid', 'Factor-critical graph', 'Graph minor', 'Mathematics']
933276	Annealed hopfield network approach for boundary-based object recognition	794	794	1996	0	Industrial and Engineering Applications of Artificial Intelligence and Expert Systems	['Computer science', 'Speech recognition', 'Artificial intelligence', 'Hopfield network', 'Cognitive neuroscience of visual object recognition']
933995	Constrained function optimization using PSO with polynomial mutation	209	216	2011	4	Swarm, Evolutionary, and Memetic Computing	['Particle swarm optimization', 'Mathematical optimization', 'Polynomial', 'Computer science', 'Algorithm', 'Function optimization', 'Artificial intelligence', 'Machine learning', 'Penalty method']
937946	A neural network for undercomplete independent component analysis.	123	128	2000	9	The European Symposium on Artificial Neural Networks	['Audio signal', 'Pattern recognition', 'Jacobian matrix and determinant', 'Computer science', 'Probabilistic neural network', 'Gaussian', 'Time delay neural network', 'Artificial intelligence', 'Joint entropy', 'Independent component analysis', 'Artificial neural network']
938534	The Dynamics of Women in IT: A Unifying Framework			2010	0	Americas Conference on Information Systems	['Computer science', 'Knowledge management', 'Management science']
938741	Simulation-Based Exploration of SVD-Based Technique for Hidden Communication by Image Steganography Channel	349	359	2003	5	Mathematical Methods, Models, and Architectures for Network Security Systems	['Steganography', 'Singular value decomposition', 'Embedding', 'Computer science', 'Information hiding', 'Communication channel', 'Image processing', 'Algorithm', 'Digital image', 'Bit error rate']
941119	Variation in Adoption Rates of a Patient Web Portal with a Shared Medical Record by Age, Gender, and Morbidity Level	871	871	2006	21	American Medical Informatics Association Annual Symposium	['Gerontology', 'Family medicine', 'Medical record', 'Medicine', 'The Internet']
942590	Das Council of European Professional Informatics Societies (CEPIS) anno 1993.	1	2	1993	1	Informatik Spektrum	['Informatics', 'Computer science', 'Engineering ethics']
943288	Microcomputer management and programming: Ogdin, C A, Prentice-Hall, New Jersey, USA (1980) 348 pp, £12.30.			1981	0	Microprocessors and Microsystems	['Computer science', 'Parallel computing', 'Microcomputer', 'Operating system']
946913	Human Identification with Electroencephalogram (EEG) for the Future Network Security	575	581	2013	4	Network and System Security	['Signal processing', 'Computer science', 'Computer security', 'Network security', 'Mean squared error', 'Brain activity and meditation', 'Root mean square', 'Classifier (linguistics)', 'Artificial neural network', 'Electroencephalography']
950275	Image enhancement of X-ray film base on mutil-scale retinex	411	417	2011	3	Artificial Intelligence and Computational Intelligence	['Sharpening', 'Computer vision', 'Color constancy', 'X-ray', 'Cold cathode', 'Computer science', 'Artificial intelligence', 'Histogram equalization', 'Dynamic range compression', 'Film base', 'Shadow and highlight enhancement']
951276	Tiling problems in music composition: Theory and Implementation			2002	15	International Computer Music Conference	['Algebraic number', 'Polynomial', 'Cyclic group', 'Musical', 'Computer science', 'Musical composition', 'Visual programming language', 'Theoretical computer science', 'Factorization', 'Rhythm']
952181	Total Quality and the IS Function.			1993	0	International Conference on Information Systems	['Computer science', 'Knowledge management', 'Total quality management']
953868	Aligning FrameNet and WordNet based on Semantic Neighborhoods.			2010	17	Language Resources and Evaluation	['Computer science', 'Natural language processing', 'Artificial intelligence', 'WordNet', 'Hierarchy', 'Lemma (mathematics)', 'Comprehension', 'Semantics', 'FrameNet']
954605	Exploiting Trust and Suspicion for Real-time Attack Recognition in Recommender Applications	239	254	2007	3	International Conference on Trust Management	['Recommender system', 'Autoregressive–moving-average model', 'Reputation system', 'Collaborative filtering', 'Deception', 'Computer science', 'Computer security', 'As is', 'Filter (signal processing)', 'Approximation error']
954689	Shifts with Decidable Language and Non-Computable Entropy			2008	7	Discrete Mathematics & Theoretical Computer Science	['Discrete mathematics', 'Combinatorics', 'Topological entropy', 'Computability', 'Decidability', 'Time complexity', 'Real number', 'Mathematics', 'Binary number']
954827	Implementing a Dynamic Pricing Scheme for QoS Enabled IPv6 Networks.	289	292	2005	0	International Conference on Enterprise Information Systems	['IPv6', 'Data mining', 'Computer science', 'Dynamic pricing', 'Computer network', 'Quality of service']
955143	Techniques for Architecture Design for Binary Arithmetic Decoder Engines Based on Bitstream Flow Analysis	181	197	2009	0	IFIP/IEEE International Conference on Very Large Scale Integration	['Computer science', 'Parallel computing', 'Software', 'Hardware acceleration', 'Decoding methods', 'VHDL', 'Computer hardware', 'Bitstream', 'Binary number', 'Context-adaptive binary arithmetic coding', 'Hardware architecture']
955581	Das EUREKA-Projekt PROTOS	1	11	1987	10	Wissensbasierte Systeme, . Internationaler GI-Kongress	['Programming language', 'Expert system', 'Prolog', 'Engineering']
956042	Edge Label Inference in Generalized Stochastic Block Models: from Spectral Theory to Impossibility Results			2014	20	arXiv: Statistics Theory	['Spectral theory', 'Random graph', 'Eigenvalue distribution', 'Inference', 'Compact space', 'Impossibility', 'Logarithm', 'Statistics', 'Real systems', 'Mathematics']
957139	Nonmonotonic logic for default theories	403	412	1984	4	European Conference on Artificial Intelligence	['Default logic', 'Computer science', 'Non-monotonic logic', 'Artificial intelligence', 'Machine learning']
958059	Learning in high dimensions: modular mixture models.			2001	10	International Conference on Artificial Intelligence and Statistics	['Computer science', 'Wake-sleep algorithm', 'Artificial intelligence', 'Generalization error', 'Modular design', 'Machine learning', 'Mixture model']
959509	The Evaluation and Comparative Study with a New Clustered Based Machine Learning Algorithm.	273	282	2006	0	The International Arab Journal of Information Technology	['Pattern recognition', 'Computer science', 'Artificial intelligence', 'Machine learning', 'Learning classifier system']
961605	Audiovisual congruence and pragmatic focus marking.	1137	1140	2010	0	Conference of the International Speech Communication Association	['Computer science', 'Speech recognition', 'Linguistics', 'Congruence (geometry)']
961884	Outlier Detection with Uncertain Data.	483	493	2008	113	SIAM International Conference on Data Mining	['Data point', 'Anomaly detection', 'Computer science', 'Outlier', 'Uncertain data', 'Artificial intelligence', 'Skew', 'Missing data', 'Machine learning']
964096	Agent-Based Personalized Services for Mobile Users over a VPN.	1110	1117	2001	3	International Conference on Enterprise Information Systems	['Mobile technology', 'Mobile computing', 'Mobile search', 'World Wide Web', 'Computer science', 'Mobile station', 'Mobile database', 'Mobile Web', 'Multimedia']
964162	EVALUATION OF TEXT CLASSIFICATION ALGORITHMS - for a Web-based Market Data Warehouse	359	362	2005	0	International Conference on Web Information Systems and Technologies	['Data warehouse', 'Data transformation', 'Data mining', 'Warehouse', 'Information retrieval', 'Computer science', 'Dimensional modeling', 'Web application', 'Statistical classification', 'Market data', 'Database']
965074	Modeling voluntary participation in a cost‐sharing agricultural water quality management program	125	138	2000	0	Annals of Operations Research	['Water resource management', 'Revenue', 'Mathematical optimization', 'Farm water', 'Natural resource economics', 'Cost sharing', 'Surface runoff', 'Irrigation', 'Leaching (agriculture)', 'Mathematics', 'Water quality', 'Quality management']
967909	Understanding and managing process interaction in IS development projects	25	43	2012	1	Scandinavian Conference on Information Systems	['Information system', 'Information systems research', 'Iterative and incremental development', 'Computer science', 'Knowledge management', 'Incremental build model', 'Software', 'Software development process', 'Process interaction', 'Project management']
971366	On Semi-Static Interference Coordination under Proportional Fair Scheduling in LTE Systems	1	8	2013	5	European Wireless Conference	['Heuristic', 'Mathematical optimization', 'Transmitter power output', 'Computer science', 'Fading', 'Scheduling (computing)', 'Real-time computing', 'Resource allocation', 'Optimization problem', 'Proportionally fair', 'Genetic algorithm']
972044	A dataflow graph transformation language and query rewriting system for RDF ontologies	544	561	2012	4	Statistical and Scientific Database Management	['Ontology (information science)', 'Data mining', 'RDF query language', 'Programming language', 'Computer science', 'Open Biomedical Ontologies', 'Path expression', 'Semantic Web', 'Dataflow', 'Graph rewriting', 'Database', 'RDF']
972195	Using Deducibility in Secure Network Modelling.	117	123	1990	0	European Symposium on Research in Computer Security	['Computer science', 'Distributed computing']
972797	A Mixed Methods Approach for Measuring the Impact of Delivery-Centric Interventions on Clinician Workflow	1168	1175	2012	2	American Medical Informatics Association Annual Symposium	['Wellness promotion', 'Psychological intervention', 'Nursing', 'Triage', 'Medical emergency', 'Telehealth', 'Consumer health', 'Medicine', 'Workflow', 'Standardized approach', 'Computerized physician order entry']
978071	Testing Videophone Graphical Symbols in Southeast Asia	793	797	1999	5	International Conference on Human-Computer Interaction	['Computer science', 'Human–computer interaction', 'Videophone', 'Multimedia', 'Engineering psychology']
983431	Software architecture based connection manager.	194	199	2007	2	Software Engineering and Data Engineering	['Applications architecture', 'Software engineering', 'Multilayered architecture', 'Computer science', 'Software architecture description', 'Architecture tradeoff analysis method', 'Solution architecture', 'Reference architecture', 'Resource-oriented architecture', 'Software architecture']
985035	Picture ID Authentication Using Invisible Watermark and Facial Recognition Features	12	21	2005	0	Pattern Recognition in Information Systems	['Facial recognition system', 'Authentication', 'Pattern recognition', 'Computer science', 'Computer security', 'Watermark', 'Speech recognition', 'Artificial intelligence']
985419	A Neural Network Approach for Software Development Cost Estimation.			1997	0	Next Generation Information Technologies and Systems	['Data mining', 'Computer science', 'Cost estimate', 'Artificial neural network', 'Software development']
985654	Software Metrics: A Rigorous Approach, by Norman Fenton, Chapman and Hall, 1991 (Book Review).			1991	23	Software Testing, Verification & Reliability	['Software engineering', 'Computer science', 'Theoretical computer science', 'Artificial intelligence', 'Software metric']
985898	Engineering a complex ontology with time	1406	1407	2003	7	International Joint Conference on Artificial Intelligence	['Ontology (information science)', 'Ontology engineering', 'Ontology alignment', 'Ontology-based data integration', 'Process ontology', 'Computer science', 'Open Biomedical Ontologies', 'Theoretical computer science', 'Artificial intelligence', 'Suggested Upper Merged Ontology', 'Upper ontology', 'Machine learning']
986644	TRAWL: a traffic route adapted weighted learning algorithm	1	14	2011	3	Wired/Wireless Internet Communications	['Feedforward neural network', 'Computer science', 'Media-independent handover', 'Computer network', 'Algorithm', 'Real-time computing', 'Link layer', 'Heterogeneous network', 'Backpropagation', 'Artificial neural network', 'Handover', 'Network performance']
987013	A formal method of describing e-learning systems	367	370	2005	1	Cognition and Exploratory Learning in Digital Age	['Formal system', 'Programming language', 'Computer science', 'State diagram', 'Formal specification', 'Diagram', 'Grammar systems theory', 'Refinement', 'Formal methods', 'Formal verification']
988004	KYKLOS : A Linear Growth Fault-Tolerant Interconnection Network.	498	502	1985	7	International Conference on Parallel Processing	['Growth fault', 'Kyklos', 'Computer science', 'Parallel computing', 'Interconnection', 'Distributed computing']
988455	Gb Ethernet Protocols for Clusters: An OpenMPI, TIPC, GAMMA Case Study.	397	404	2007	1	Parallel Computing	['Ethernet over PDH', 'Carrier Ethernet', 'Computer science', 'Parallel computing', 'Computer network', 'ATA over Ethernet', 'Connection-oriented Ethernet', 'TIPC', 'Ethernet Global Data Protocol', 'RDMA over Converged Ethernet', 'Synchronous Ethernet']
988813	A Bus-Connected Multiprocessor for Run-Length-Based Image Processing.	140	144	1990	0	International Conference on Parallel Processing	['Computer science', 'Parallel computing', 'Image processing', 'Multiprocessing', 'Digital image processing']
994405	Team, Troop, Gang & Crowd: Collaborative Work in Distance Education	908	909	2000	1	World Conference on WWW and Internet	['Educational technology', 'Collaborative learning', 'Sociology', 'Distance education', 'Teaching method', 'Pedagogy']
995020	Estimating data accuracy in a federated database environment	115	134	1995	31	International Conference on Information Systems	['Data mining', 'Database model', 'Computer science', 'View', 'Database schema', 'Database testing', 'Database design', 'Database theory', 'Relational model', 'Probabilistic database']
997982	An o *(1.84 k) parameterized algorithm for the multiterminal cut problem	84	94	2013	0	Fundamentals of Computation Theory	['Graph', 'Discrete mathematics', 'Combinatorics', 'Vertex (geometry)', 'Submodular set function', 'Partition (number theory)', 'Mathematics', 'Parameterized algorithms', 'Branching (version control)', 'Search tree', 'Bounded function']
998294	The need for a concept-based medication vocabulary as an enabling infrastructure in health informatics.	865	869	1998	12	American Medical Informatics Association Annual Symposium	['Information theory', 'Computer science', 'Knowledge management', 'Information model', 'Health informatics', 'Vocabulary', 'Drug classification']
998388	A correlation-maximization denoising filter used as an enhancement frontend for noise robust bird call classification.	2831	2834	2009	5	Conference of the International Speech Communication Association	['Wiener filter', 'Noise reduction', 'Pattern recognition', 'Computer science', 'Word error rate', 'Feature extraction', 'Speech recognition', 'Artificial intelligence', 'Hidden Markov model', 'Gaussian noise', 'Maximization', 'Mixture model']
1000462	MSER and SVM-Based Vehicle License Plate Detection and Recognition System	529	535	2012	3	International Conference on Hybrid Information Technology	['Feature vector', 'Pattern recognition', 'Recognition system', 'Computer science', 'Support vector machine', 'Filter (signal processing)', 'Sampling (statistics)', 'Artificial intelligence', 'Pixel', 'Distributed computing', 'License']
1001706	From Expected Improvement to Investment Portfolio Improvement: Spreading the Risk in Kriging-Based Optimization	362	372	2014	5	Parallel Problem Solving from Nature	['Kriging', 'Mathematical optimization', 'Mean value', 'Computer science', 'Portfolio optimization', 'Optimization algorithm', 'Investment portfolio', 'Standard error']
1003506	Approximation of Continuous Media Models for Granular Systems Using Cellular Automata	230	237	2004	5	Cellular Automata for Research and Industry	['Continuous modelling', 'Cellular automaton', 'Computer science', 'Algorithm', 'Systems simulation', 'Theoretical computer science', 'Heap (data structure)']
1005427	Tough-Maximum Graphs.			2001	0	Ars Combinatoria	['Graph', 'Discrete mathematics', 'Combinatorics', 'Mathematics']
1006438	Using Predictive Dynamic Reservation Strategy for Cellular Networks in Downtown Areas.	205	208	2002	0	Computer Applications in Industry and Engineering	['Reservation', 'Computer science', 'Computer network', 'Downtown', 'Cellular network', 'Distributed computing']
1007187	Haptic communication tools for collaborative deformation of molecules	517	527	2012	4	International Conference on Human Haptic Sensing and Touch Enabled Computer Applications	['Group structure', 'Social loafing', 'Haptic communication', 'Computer science', 'Redundancy (engineering)', 'Human–computer interaction', 'Haptic technology']
1010108	Development of multilingual interview-sheet composition system to support multilingual communication in medical field	31	40	2011	3	International Conference on Knowledge-Based and Intelligent Information and Engineering Systems	['Health care', 'World Wide Web', 'Computer science', 'Machine translation', 'Artificial intelligence', 'Natural language processing', 'Delegation (computing)']
1011709	Homomorphisms preserving deterministic context-free languages	154	165	2012	2	Developments in Language Theory	['Discrete mathematics', 'Context-free language', 'Combinatorics', 'Computer science', 'Closure (mathematics)', 'Abstract family of languages', 'Deterministic context-free language', 'Cone (formal languages)', 'Homomorphism', 'Regular language', 'Bounded function']
1012444	Exploring Creative Concepts in the Nearest Neighborhood using Lexical Ontologies.	2092	2100	2005	0	Indian International Conference on Artificial Intelligence	['Ontology (information science)', 'Ontology', 'Cognitive science', 'Computer science', 'Creative thinking', 'Conceptual blending', 'Artificial intelligence', 'Creativity', 'Artificiality', 'Computational creativity', 'Machine learning']
1012494	Data driven system identification using evolutionary algorithms	568	576	2012	2	International Conference on Neural Information Processing	['Least squares', 'Mathematical optimization', 'Data-driven', 'Evolutionary algorithm', 'Computer science', 'Nonlinear programming', 'Fitness function', 'Design matrix', 'Artificial intelligence', 'Fuzzy control system', 'System identification', 'Machine learning']
1013863	Computer-assisted closed-captioning of live TV broadcasts in French			2006	26	Conference of the International Speech Communication Association	['Broadcasting', 'Remote operation', 'Closed captioning', 'Software deployment', 'Computer science', 'Speech recognition', 'Multimedia', 'Economic shortage']
1013871	A Living Lab for Internet of Things Vending Machines	35	43	2012	8	The Impact of Virtual, Remote, and Real Logistics Labs	['Experiential learning', 'Service design', 'Co-creation', 'Internet privacy', 'World Wide Web', 'Internet of Things', 'Smart city', 'Living lab', 'Business']
1014487	Component-based programming techniques for coarse-grained parallelism	4	11	2011	0	IEEE International Conference on High Performance Computing, Data, and Analytics	['Address space', 'Parallel Extensions', 'Implicit parallelism', 'Shared memory', 'Computer science', 'Task parallelism', 'Parallel computing', 'Parallel programming model', 'Data parallelism', 'Multi-core processor', 'Distributed computing']
1014505	An Implementation of Chen & Han's Shortest Paths Algorithm.			2000	43	Canadian Conference on Computational Geometry	"['Discrete mathematics', 'Combinatorics', 'Shortest path problem', 'Computer science', ""Johnson's algorithm"", 'Constrained Shortest Path First', ""Yen's algorithm"", 'Floyd–Warshall algorithm', ""Suurballe's algorithm"", 'Shortest Path Faster Algorithm', 'K shortest path routing']"
1017254	An Approach to Automated Verification of Multi-Level Security System Models	375	388	2013	1	DepCoS-RELCOMEX	['Verification and validation of computer simulation models', 'Functional verification', 'Virtual machine', 'Software engineering', 'Intelligent verification', 'Computer science', 'Hypervisor', 'Verification', 'Security policy', 'Software verification']
1017296	Secure Web Development Teaching Modules			2010	4	Americas Conference on Information Systems	['Information system', 'Web development', 'Internet security', 'World Wide Web', 'Computer science', 'Web modeling', 'Web application development', 'Web application security', 'Hypertext Transfer Protocol', 'Web server']
1017447	Issues for integrating virtual teaming into the organization	993	996	1997	0	International Conference on Human-Computer Interaction	['Virtual reality', 'Computer science', 'Simulation', 'Collaborative software', 'Image processing', 'Human–computer interaction', 'Graphical user interface', 'User interface', 'Videoconferencing', 'Multimedia']
1017985	On the rainbow connectivity of graphs: complexity and FPT algorithms	86	97	2011	2	Computing and Combinatorics Conference	['Discrete mathematics', 'Combinatorics', 'Line graph', 'Rainbow coloring', 'Graph power', 'Cubic graph', 'Algorithm', 'Cycle graph', 'Symmetric graph', 'Mathematics', 'Voltage graph', 'Complement graph']
1018374	Per-Thread Batch Queues For Multithreaded Programs.	562	568	2006	1	Parallel and Distributed Processing Techniques and Applications	['Serialization', 'Computer science', 'Queue', 'Parallel computing', 'Server', 'Thread (computing)', 'Job queue', 'Synchronization (computer science)', 'Shared resource', 'Context switch', 'Distributed computing']
1019276	Propositions, Propositional Attitudes and Belief Revision.	381	400	1998	3	Advances in Modal Logic	['Computer science', 'Algorithm', 'Epistemology', 'Belief revision']
1019378	Applications of Rhombic Multiprocssors.	1330	1335	1997	0	Parallel and Distributed Processing Techniques and Applications	['Computer science', 'Parallel computing']
1022019	Indexing with gaps	135	143	2011	9	String Processing and Information Retrieval	['Log-log plot', 'Combinatorics', 'Multiplicative function', 'A priori and a posteriori', 'Search engine indexing', 'Pattern matching', 'Mathematics', 'Alphabet', 'Bounded function']
1023596	Evaluation of High-Speed VPN Using CFD Benchmark	298	306	2003	0	IEEE International Conference on High Performance Computing, Data, and Analytics	['Supercomputer', 'Computer science', 'Computer network', 'Asynchronous Transfer Mode', 'Bandwidth (signal processing)', 'Round-trip delay time', 'Throughput', 'Router', 'One-armed router', 'Private network']
1025374	Optimal neighborhood broadcast in star graphs.	588	593	2004	0	Parallel and distributed computing and networks	['Block graph', 'Outerplanar graph', 'Combinatorics', 'Line graph', 'Tree-depth', 'Computer science', 'Generalized Petersen graph', 'Distance-hereditary graph', 'Windmill graph', 'Split graph']
1027884	Information and Its Philosophy	377	386	2004	26	Library Trends	['Social epistemology', 'Sociology', 'Information science', 'As is', 'Library science', 'Epistemology', 'Philosophy of information']
1028515	Partitioning a deformed urban grid.	88	92	2002	0	Canadian Conference on Computational Geometry	['Discrete mathematics', 'Computer science', 'Theoretical computer science', 'Computational science', 'Grid']
1028584	Robust time-frequency distributions based on the robust short time fourier transform	681	697	2005	7	Annales Des Télécommunications	['Minimization problem', 'Algorithm', 'Short-time Fourier transform', 'Electronic engineering', 'Fourier transform', 'Robustness (computer science)', 'Time–frequency analysis', 'Impulse noise', 'Instantaneous phase', 'Mathematics', 'Calculus', 'Autocorrelation']
1029012	Experimental Evaluation of Different Pricing Mechanisms for Content Distribution over Peer to Peer Networks			2005	3	Americas Conference on Information Systems	['Experimental economics', 'Distribution model', 'Property rights', 'Peer-to-peer', 'Computer science', 'Management science', 'Design of experiments']
1030874	Connectedness Measures of Spatial Contagion in the Banking and Insurance Sector	217	224	2015	2	Soft Methods in Probability and Statistics	['Time series', 'Social connectedness', 'Tail dependence', 'Actuarial science', 'Copula (linguistics)', 'Parametric statistics', 'Business']
1031492	Modeling reusable security aspects for software architectures: A pattern driven approach	158	162	2005	1	Software Engineering and Knowledge Engineering	['Computer architecture', 'Software design', 'Computer science', 'Software security assurance', 'Software architecture description', 'Component-based software engineering', 'Software construction', 'Architectural pattern', 'Software development', 'Software framework']
1032007	On Communication Complexity of Some Hard Problems in ECPe Systems	206	224	2013	4	International Conference on Membrane Computing	['Computer science', 'Communication complexity', 'Membrane computing', 'Distributed computing', 'Computation']
1032599	Building a model of an intelligent multi-agent system based on distributed knowledge bases for solving problems automatically	21	32	2012	3	Asian Conference on Intelligent Information and Database Systems	['Distributed knowledge', 'Intelligent agent', 'XML', 'Computer science', 'Plane (geometry)', 'Mobile agent', 'Multi-agent system', 'Analytic geometry', 'Theoretical computer science', 'MathML', 'Distributed computing']
1032800	Types for Flexible Objects	99	119	2014	3	Asian Symposium on Programming Languages and Systems	['Dynamic Extension', 'Open problem', 'Programming language', 'Computer science', 'Type inference', 'Decidability', 'Theoretical computer science', 'Subtyping', 'Encoding (memory)', 'Scripting language', 'Expressivity']
1034194	VESMP (VERY SHORT MESSAGE PROTOCOL) AN SMS-BASED PROTOCOL FOR PROCESS MONITORING AND SYSTEM REMOTE ADMINISTRATION	25	32	2016	2	International Conference on Wireless Information Networks and Systems	['Remote administration', 'Computer science', 'Computer network', 'Internet Protocol Control Protocol']
1035038	Safety Analysis of Computer-Controlled Real-Time Systems with Message Loss Using Communicating DEVS Models	480	489	2012	0	Asian Simulation Conference	['Tree traversal', 'Reachability', 'Real-time computing', 'DEVS', 'Engineering', 'Formalism (philosophy)', 'Logical analysis', 'Liveness', 'Distributed computing']
1036492	Sub-propositional Fragments of the Interval Temporal Logic of Allen's Relations	122	136	2014	13	European Conference on Logics in Artificial Intelligence	['Ontology', 'Interval temporal logic', 'Computer science', 'Algorithm', 'Theoretical computer science', 'Linear temporal logic', 'Conjunctive normal form', 'Modal logic', 'Temporal logic', 'Syntax', 'Undecidable problem']
1036971	Simplifying Multistage Hardware Interconnection in the Bitonic Sorting Network.	138	142	1995	1	Parallel and distributed computing and systems	['Sorting network', 'Computer architecture', 'Bitonic sorting', 'Computer science', 'Parallel computing', 'Bitonic sorter', 'Interconnection']
1038880	m-Asynchronous Cellular Automata	653	662	2012	8	Cellular Automata for Research and Industry	['Asynchronous communication', 'Cellular automaton', 'Discrete mathematics', 'Asynchrony', 'Computer science', 'Theoretical computer science', 'Almost surely']
1038942	Modeling diminishing marginal returns in ahierarchical inventory system of reparable spare parts	319	337	1999	6	Annals of Operations Research	['Decision variables', 'Mathematical optimization', 'Spare part', 'Mathematical structure', 'Safety stock', 'Inventory system', 'Diminishing returns', 'Piecewise linear function', 'Mathematics']
1039100	A Systematic Analysis of the Effect of Task Clarity on Software Development Design	953	960	2000	1	European Conference on Information Systems	['Personal software process', 'Computer science', 'Software peer review', 'Knowledge management', 'Software project management', 'Software development process', 'Software construction', 'Software verification and validation', 'Software development', 'Goal-Driven Software Development Process']
1039240	A New Surface Display for 3D Haptic Rendering	487	495	2014	13	International Conference on Human Haptic Sensing and Touch Enabled Computer Applications	['Kinesthetic learning', 'Computer vision', 'Computer science', 'Effective method', 'Haptic rendering', 'Surface display', 'Artificial intelligence', 'Mechanical vibration', 'Vibration', 'Haptic technology', 'Electrovibration']
1039487	"Combining Text and Image Analysis in The Web Filtering System ""WEBGUARD"""	685	695	2004	1	Information Integration and Web-based Applications & Services	['Data mining', 'Text mining', 'World Wide Web', 'Information retrieval', 'Computer science', 'Filter (signal processing)', 'Web application']
1040463	Innovating Innovation: A Conceptual Framework	217	228	2012	1	European conference on Software Process Improvement	['Interdependence', 'Disruptive innovation', 'Knowledge management', 'Innovation management', 'Capability Maturity Model Integration', 'Applied research', 'Conceptual framework', 'Process innovation', 'Manifesto', 'Business']
1040562	Evaluation of Incomplete Absorption Using Analog-Hybrid Simulation	427	431	1984	1	Symposium Simulationstechnik	['Gynecology', 'Physics']
860825	Implementation of Automatic Tubesheet Mapping System for Nuclear Power Plant Heat Exchanger.	614	618	2003	0	CISST	['Heat exchanger', 'Environmental science', 'Nuclear power plant', 'Nuclear engineering']
875626	A Performance Isolation Technique Ensuring SLA of Web Systems Having Primary-backup Web Switch.	87	92	2005	0	IMSA	['Web system', 'World Wide Web', 'Computer science', 'Temporal isolation among virtual machines', 'Computer network', 'Web service', 'Backup', 'Web server']
881990	H-RAIN: An Architecture for Future-Proofing Digital Archives.	415	420	2004	0	MSST	['Architecture', 'Engineering', 'Digital library', 'Digital Archives', 'Multimedia']
882228	Transferring HCI modelling and design techniques to practitioners: a framework and empirical work	21	36	1994	17	HCI '94 Proceedings of the conference on People and computers IX	['Software engineering', 'Computer science', 'Operations research', 'Formal specification', 'Design research', 'Design rationale']
883989	Studies on a New Incremental Sheet Metal Forming Process: Using Geometric, Fem and Experiments	695	709	2010	0	DET	['Focal point', 'Geometric method', 'Engineering drawing', 'Forming processes', 'Path generation', 'Computer science', 'Finite element method', 'Sheet metal']
885045	Visual Programming of Web Data Aggregation Applications	137	142	2003	14	IIWeb	['Static web page', 'Web API', 'Mashup', 'Web page', 'Computer science', 'Data Web', 'Visual programming language', 'Web modeling', 'Web navigation', 'Multimedia']
896825	Observations of Non-linear Information Consumption in Crowdfunding	372	381	2014	1	MIKE	['Donation', 'Ask price', 'Interpersonal communication', 'Marketing', 'Business']
