id;name;org
2011551863;Robert W. Floyd;Cheriton School of Computer Science, University of Waterloo,
2511946599;Luís Braga;Dipartimento di Scienze, Teoriche e Applicate - Sezione Informatica, Universití degli Studi dell'Insubria, Varese, Italy#TAB#
1257244595;Belinda Marie Schwerin;University of North Texas, Denton, Texas,
2974090105;Smita Nirkhi;Key Laboratory for Information System Security, Ministry of Education, Tsinghua National Laboratory for Information Science and Technology, School of Software, Tsinghua University, Beijing, China#TAB#
2103839586;James Michaelis;"Faculty of Mathematics and Computer Science; University of Bialystok; Bialystok Poland"
2580988599;Stefan Bischoff;Graduate School of Information Sciences, TOHOKU University, Sendai, Japan
2018267723;Roeland Ordelman;Chongqing University of Technology
1222365250;Livio Robaldo;Nagaoka university of Technology
2671372018;Detlef Seese;Natural Language Processing : representations, inference and semantics
135658738;Lawrence J. Mazlack;Dept. of Computer Science, University of Massachusetts, Amherst MA
2974569516;Dihua Xi;Dept. of Computer and Information Systems, University of Strathclyde, Glasgow, UK#TAB#
2279423641;Claude Tangha;Center for Human-Computer Interaction, The Pennsylvania State University, University Park, Pennsylvania
399299867;Michael L. Mauldin;Machine Intelligence Unit, Indian Statistical institute, Kolkata, India
321831593;Braham Barkat;Laboratoire d’Informatique Gaspard-Monge
2904875696;Kunjung Sim Sim;Univ. College, London#TAB#
2124547385;Magnus Merkel;School of Mathematical & Computer Sciences, Computer Science
198961243;Gil Francopoulo;Department of Computer Science, University of Illinois at Chicago,
1129394042;András Sebö;Interface Studies Group, Amsterdam School for Cultural Analysis, University of Amsterdam, Amsterdam, The Netherlands
2578628303;Christian Probst;Kyoto Culinary Art College
2293762567;Michele Ryan;Association for Information Systems
2164566917;Majid Nili Ahmadabadi;Institut für Biophysik, Universität Maastricht, Deutschland
2270661123;I. Lecomte;Harbin engineering Univ.
2559804696;Josep Conesa;University of Kiel
2932232391;Kendall E. Nygard;National Mediation Board, Washington, D.C.#TAB#
1972486590;Germán Andrés Delbianco;Dalian University of Technology,
2723206363;Jau-Ji Shen;CMAP, Ecole Polytechnique Palaiseau France
379997350;Johannes A. La Poutré;TECHNISCHE UNIVERSITÄT DORTMUND
44593440;Ryota Mibe;DFN-Verein
2142126378;Rolf Inge Godøy;OFS Laboratories, Somerset, USA
2181238288;Christophe Giraud-Carrier;Know-Center, Graz, Austria#TAB#
2018993203;Dmitry Kropotov;David J. Anderson&Associates inc.
2087632127;Thomas Richard McEvoy;Department of Information, Engineering and Communications, University of Murcia, Spain#TAB#
2398061403;Tomaz Mohoric;School of Education, Beit Berl College, Doar Beit Berl, Israel#TAB#
2113075142;Laura Marie Leventhal;University of Trollhättan Uddevalla
1968025676;Annista Wijayanayake;, Aalborg University
2132722601;Juan M. Macho;Department of Computer Science and HIIT, University of Helsinki, Finland.
2191952417;Soumyadip Sengupta;Lehigh University
2589804067;Felipe Almeida;"University of Illinois at Urbana Champaign;"
2055246455;Cristian Molinaro;University of Lausanne,Switzerland
2402135368;Bernice S. Gotz;UNIVERSITY OF TRENTO
2637002291;Augustina Sitiol;Department of Experimental Medicine and Clinic, University Magna Græcia, Catanzaro, Italy#TAB#
2105819030;Pak-Chung Ching;Institute of Computer Science, Martin Luther University Halle-Wittenberg, Halle, Germany
2155335324;Francesc Prats;SPMS, Nanyang Technological University, Singapore
2647902262;Yann Michel;University of Rzeszów
2637571790;Lee J. Lehmkuhl;Method Park Management GmbH
2809723929;Gerhard J. Woeginger;Département d’informatique, École normale supérieure, France
2507968127;Kim de Crom;University of Illinois.
2949642667;Jean-François Baget;ICS-FORTH#TAB#
2652234802;Hui Shen;Universitat Pompeu, Fabra, Barcelona, Spain
213875385;Gisela Dösinger;University of Poitiers
2132561488;C. Dianne Martin;Knexus Research Corporation
2703494897;Rudolph Sommerhalder;Edinburgh Napier University
2018091028;Ramadan Moawad;Warsaw University of Technology
2149856031;Kai Salomaa;Thales Research & Technology
2101160460;Ali Divsalar;UFRGS (Federal University of Rio Grande do Sul)
1833052474;Davide Bresolin;Yale University
2283097273;Rilla Khaled;Nagoya Inst. of Tech.
2140175701;E. Penelope Holland;FemtoTools GmbH
2408550151;Chao-Hsiang Feng;, KU Leuven
2168893805;Moritz Kessel;Représentations musicales
109909235;Navid Qaragozlou;University of Oldenburg ,
2005369261;Michael Hanss;Department of Computer Science and HIIT, University of Helsinki, Finland.
2696865737;Zhengpeng Wu;CNR, Area della Ricerca
1989179004;Teresa Maria Altomare Basile;UQAM
2973454444;Andrew J. Best;University of évora
2566258941;Lina Yue;University of Tsukuba,, Tsukuba, Japan
2299566127;Nathan P. Johnson;Instituto Recôncavo de Tecnologia, Universidade do Estado da Bahia, Bahia, Brazil#TAB#
2199962493;Jianfeng Wu;University of Białystok
2097746247;Maribel Castillo;Dept. of Comput. Sci. & Eng., Hong Kong Univ. of Sci. & Technol., Hong Kong, China
1892650065;Jelena Zdravkovic;Institute of Intelligent Information Processing and National Key Laboratory for Radar Signal Processing, Xidian University, Xi'an, Shaanxi, China#TAB#
2113687752;Kshirasagar Naik;University of Bari “Aldo Moro
2325981017;Nicole Isermann;Cisco Systems, Inc., Technical Services, Zurich, Switzerland
2098002335;Takahiro Urano;(Keio University)
2097349350;Jacques Stern;Brown University
2720216064;David J. Farber;Department of Computer Science and HIIT, University of Helsinki, Finland.
2111729368;Alan M. Frisch;University of Southern California
1972617521;Hosein Alizadeh;Cybernetica AS
2185500130;Zeki Bozkus;MIRACL-FSEG, Sfax University, Sfax, Tunisia#TAB#
2147294894;Guy Grant Gable;Universität Heidelberg, Heidelberg, Germany
2618245063;David Weiss;Universidade de Lisboa
2099860176;Sebastian Bauer;Institute de Geociências, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil#TAB#
2657324184;Chun-guang Ma;Temasek Laboratories, National University of Singapore, Singapore,
2142031448;Kazuo Yano;ENDIF University of Ferrara Ferrara, Italy
1759644858;Stanley Letovsky;School of Computer Science and Informatics, University College Dublin,Ireland
2476547017;Xiufen Zou;Institute for Integrated Systems, Technische Universität München, Munich, Germany
2502450298;Giangiuseppe Mastrantonio;Polytechnic University of Turin#TAB#
2490627594;Joerg Kushauer;(Norwegian University of Science and Technology)
2832758761;C. M. Schober;Lund University >  >  >  >
2023287611;Ulrich Schade;UPM - CSIC
2656294450;Petr Císar;Représentations musicales
2634195544;Akira;School of Computer Science Carleton University Canada
1982848548;Edward R. Dougherty;Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milano
2101209391;Francisco Martínez-Verdú;Kunming University of Science, and Technology
1965112603;Jyrki Nummenmaa;Center of Math Computing and Software Engineering Zhejiang, Sci-Tech University Hangzhou, Zhejiang, China
2147461439;Minzhong Liu;Carnegie Mellon University, Pittsburgh, PA 15213 USA
2036574624;Mark Hamlen;Singapore University of Technology & Design
2431691659;Petr Blaha;Universidad Autónoma de Madrid
2142679787;Binod Vaidya;Faculdade de Informática - Pontifícia Universidade Católica do Rio Grande do Sul, Porto Alegre -- RS -- Brasil#TAB#
2297299236;F. Kozjek;Computer Science Division and Department of Statistics, University of California, Berkeley, CA 94720, USA
2142887954;Cynthia M. Furse;Università della Calabria
2237829093;Michał Woźniak;"Faculty of Electrical Engineering and Computing, University of Zagreb, Croatia;"
2097627452;Pulak Samanta;Charité Universitätsmedizin
2104467208;Patrick H. Worley;Dipartimento di Informatica, University of Salerno, Italy
2129562081;Zeeshan Shafi Khan;School of Electrical Eng. and Computer Science, University of Ottawa, Canada
1478380734;Thecla Schiphorst;Universidade Nova de Lisboa,#TAB#
2539199676;Peng Li;UNIVERSITY COLLEGE, DUBLIN
2499213593;Xiaohui Fu;Blackboard Tc:chnology Group, Inc., Amherst, MA#TAB#
2408073624;Renuga Ramasamy;Shimizu Corp.
2156476857;Rafael Mayo;CSIRO
2125659135;John H. L. Hansen;Fukushima University
2281168953;Samuel K. Gutierrez;Corporate Research and Development Center, Toshiba Corporation, Kawasaki, Japan
2119172425;Mathias Creutz;Unitec  Institute of Technology
2627534645;S. K. Padma;CFD Software Entwicklungs- und Forschungsgesellschaft mbH
2689212725;Gabriella Crocco;Instituto Politécnico de Setúbal
2050752266;Anthony Savidis;Siemens Corp., Corporate Technology
87081108;Tefo Sekgweleo;Fakultät für Mathematik und Informatik, Universität Konstanz, Konstanz, Germany
2250626406;Stig K. Andersen;Institute of Telematics, University of Lübeck, Lübeck, Germany#TAB#
2350173754;Tahar Khammaci;Faculdade de Informática - Pontifícia Universidade Católica do Rio Grande do Sul, Porto Alegre -- RS -- Brasil#TAB#
2792575073;Sos S. Agaian;Universidad Autonoma de Aguascalientes
2008578578;Pierre Dumouchel;Hsing Wu College, Taipei County, Taiwan, China 244#TAB#
2121268056;Yevgen Borodin;Department of Industrial Engineering and Management, Tokyo Institute of Technology , Tokyo, Japan
346395239;B. Westfechtel;University of Porto
420267153;Thomas Eiter;Department of System Design and Informatics, Kyushu Institute of Technology, Fukuka, Japan
1208143757;Joxan Jaffar;Lancaster University ()
2172969098;Markku Turunen;Queen's University Belfast
2474565323;Fernando Rivera;University of Genova
2166558591;Licheng Jiao;Nagoya Inst. of Tech.
2940606835;Denise F. Giles;Institut für Physiologie, Universität Maastricht, Deutschland
2403115007;Michèle Courant;Institute of Theoretical and Experimental Physics, Moscow#TAB#
2163985034;Tetsu Matsukawa;Technical University of Dortmund#TAB#
2131971314;Siraj A. Shaikh;Institute of Industrial Science, University of Tokyo, Meguro-ku, Japan and National Institute of Informatics, Chiyoda-ku, Japan#TAB#
2137000881;Donald E. Knuth;Los Alamos National Laboratory, Los Alamos, NM
2405610054;Megan MacGregor;University of Mannheim#TAB#
2059029012;Adriaan ter Mors;In-JeT ApS
2125656985;Tetsuya Kuroki;Computer Vision Laboratory, ETH, Zürich, Switzerland#TAB#
2985951032;Seog Park;Telecom ParisTech – CNRS/LTCI
2156211928;M. Weber;Poznan Univ. of Econ., Poland
2634080733;Ondrej Kohut;Eindhoven University of Technology
2009299615;Henning Wachsmuth;University of Colorado—Boulder
2395692601;Ingmar Camphausen;Hunan University
2048769069;Matthias Schunter;Institut für Medizinische Informatik, RWTH Aachen, Deutschland
2140016166;Joost N. Kok;Nec Research Institute, Princeton, USA
2113064548;Sidney Tsang;Kyonggi University
2072064633;Ovidio Salvetti;VŠB-Technical university of Ostrava
2063568559;Francesca Cordella;Faculty of Electrical Engineering, The Gerstner Laboratory, Czech Technical University in Prague, Prague 6, Czech Republic 166 27#TAB#
2043506954;Harald Kjellin;the Chinese University of Hong Kong
2095900866;Henry C. Chueh;KEIT
2161838337;Jason Cope;Lehigh University
2002298359;Vladimir P. Melnik;RIKEN
2159117647;Jongkwan Song;Cornell University, Department of Design and Environmental Analysis, College of Human Ecology, Ithaca, NY#TAB#
2162933010;Christiane Moser;Univ. Of Padua
2089212603;Giusi Castiglione;Laboratoire d’Informatique Gaspard-Monge
1980958483;Richard O. Angole;IBM, Dubai Internet City
2237193324;Simonas Saltenis;Department of Computer Science and Technology, BESU, West Bengal, India#TAB#
3356812;Roberto Navigli;University of Osnabrück ,
2245547659;Klemens Böhm;Massey University
1994090200;Michael Lippautz;DIRO, Universite de Montreal
2131166700;Masaaki Mineo;IBM
2398965404;Dieter Jungmann;Centre for Learning And Teaching, AUT University, New Zealand
2297017121;T. H. Wilkinson;University of Trollhättan Uddevalla
1980371435;Henk Corporaal;University of Economics
2130758731;Kati Alha;Psychology Department, Bowling Green State University, Bowling Green, OH
2064056163;Philippe Lorenzini;LARODEC Laboratory - Institut Supérieur de Gestion de Tunis, Tunisia
2460902943;M. Márquez-Cid;KEIT
2657365233;Joseph Sant;Supporting Interaction and Learning by Experience
2096138865;R. Benjamin Shapiro;School of Electrical and Computer Engineering College of Engineering, University of Tehran, Iran#TAB#
1941402522;Steffen Staab;Department of Mechanism Theory and Dynamics of Machines (IGM), RWTH Aachen University, Aachen, Germany#TAB#
2138196911;Kouichi Sakurai;SouthWest Petroleum University
2426790985;Joonas Paalasmaa;Nec Research Institute, Princeton, USA
2637722506;David L. Black;National University of Singapore
2278482255;Naruhiro Hayashi;Shinshu University
2687621346;Richard F. Deckro;KIT,#N#Karlsruhe, Germany
2989847991;H. Nguyen;Nagoya Inst. of Tech.
44810285;Oliver Eulenstein;Iowa State University Ames, IA
2142845944;Fevzi Belli;Indian Institute of Technology Guwahati
1983121779;Paul Dalsgaard;University of Paderborn#TAB#
2142296452;Ángel Sánchez;National university of Defense Technology
2967651508;Frédéric Fürst;University of Turin
2154613642;Jan Grau;Xenei.com
2805334418;Mizuho Iwaihara;Department of Educational and Counselling Psychology McGill University
2559661036;Michael Barnett;Universidad  de Sevilla
2303113139;Manghui Tu;Department of Internal Medicine, Hospital Santa Creu i Sant Pau, Barcelona, Spain#TAB#
2650240485;Jörg Rhode;Siemens Healthcare, SYNGO R&D#TAB#
1967832631;Louise Moody;ETH Zürich
2701976482;Ning Xu;Analysis, perception and recognition of speech
2670840203;Desheng Wen;Computer Science Department, Victoria University of Wellington, New Zealand
2101364121;Yuanxin Luo;FEECS, Department of Cybernetics and Biomedical Engineering, VSB – Technical University of Ostrava, Ostrava, Czech Republic
2632945697;Nadja Damij;
2582451287;YinLin Wu;Dept. of Informatics Engineering, University of Porto, Portugal and School of Computer Science, Carnegie Mellon University
2160715167;Alvaro del Val;University of Wisconsin
1219140890;Rasmus K. Ursem;"Faculty of Mathematics and Computer Science; University of Bialystok; Bialystok Poland"
2333373384;Roman Zajcew;Hankuk University of Foreign Studies
2109272811;Catherine Dubois;Multimedia University
2103945787;Alessandra Marli Morais;Motorola
2719074752;Thai Duong;university of Pretoria
2634791173;Jian Zhang;"University of Texas at Arlington;"
695545146;Ronald L. Rivest;"Faculty of Electrical Engineering and Computing, University of Zagreb, Croatia;"
1957016794;T. A. Marsland;Department of Mechanical Engineering, KAIST Daejeon, Republic of Korea
34070852;Adrianna Kozierkiewicz-Hetmańska;Nihon University.
2029863728;Mohamed Ahmed Hail;Nara Institute of Science and Technology,#TAB#
2145612734;Yao Qian;University of Illinois at Chicago.
2036832964;Thomas M. Tirpak;VTT-Technical Research Centre of Finland
2655841772;Sally Foster;"Stockholm School of Economics;"
2577536453;Changhoon Kang;() Lancaster University
2561388933;Rameshwar Nath Tripathi;Aerial Images, Inc., Raleigh, USA
1975808728;Ali Hamou;DIRO, Universite de Montreal
2710197331;Y. K. Hwang;Computer Science Division, University of California, Berkeley, CA 94720, USA
2190029638;Hiroshi Sakai;Pavia Univ.
176115050;Ender Konukoglu;Hokkaido University,
2119938105;Cinzia Vigna;Division of Web Science Technology, Korea Advanced Institute of Science & Technology, Korea and Department of Computer Science, Korea Advanced Institute of Science & Technology, Korea#TAB#
2532510059;Candice Lau;Computer and Information Science Department, University of Massachusetts, Amherst, Massachusetts#TAB#
2407640632;Ubirajara F. Moura;University of Cagliari >  >  >  >
2327993736;Jacob Jon Jensen;Institute of Software, Chinese Academy Sciences, Beijing, China#TAB#
2102891077;Baiyu Li;university of malaga
2134642052;Landon T. Detwiler;ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE (ETRI)
2124929952;Steffen Kunz;Dept. of Computer Science, Uni. Politècnica de Catalunya, Spain#TAB#
2710583092;Ron Obermarck;Dept. of Inf. Syst., Univ. of Munster, Munster, Germany
2141643886;Xianxian Zhang;Conservatoire National des Arts et Métiers, CEDRIC
2147035199;Susan E. Hauser;Hitachi Dublin Laboratory, Trinity College, Dublin 2, Ireland#TAB#
2130330500;Kuntal Ghosh;Department of Information, Engineering and Communications, University of Murcia, Spain#TAB#
2129435983;Núria Agell;Center for Human-Computer Interaction, The Pennsylvania State University, University Park, Pennsylvania
2098372348;Seung Hwan Won;Imperial College , UK
2069465661;Nicola Santoro;, KU Leuven
1995276563;Marc Pantel;Univ. of Patras#TAB#
2121637297;Samuel Pierre;Hong Kong Red Cross Princess Alexandra School
2521047011;Fan Dong;#N#            * University of Aberdeen
2404701512;Hideo Fujimoto;Computer Science Division, University of California, Berkeley, CA 94720, USA
2719465146;Liang-Yu Chen;Georgia State University
664262605;Rainer Unland;Shenyang Fire Research Institute
320070149;Gordon T. Wilfong;National and Kapodistrian University of Athens
2087592311;Elva Diaz-Diaz;Philips Research#TAB#
2039484289;Hajer Ben-Romdhane;Roma Tre University#TAB#
2125082829;Claudio Rossi;Speech Group, LORIA Inria, Villers-lès-Nancy, France and Université de Lorraine, LORIA, UMR 7503, Villers-lès-Nancy, France and CNRS, LORIA, UMR 7503, Villers-lès-Nancy, France#TAB#
2140920652;Guillermo Marcus;Dip. Elettronica per l'Automazione, Univ. of Brescia, Italy#TAB#
2132770145;Robert Power;Timing Solutions, Inc., Boulder, Co#TAB#
2655430313;Fred Stefan;Philips Research MediSys
2124153168;Marianna Sigala;Autonomous Intelligent Systems Group, University of Bonn, Germany#TAB#
2042658778;Heike Trautmann;Corporate Research and Development Center, Toshiba Corporation, Kawasaki, Japan
2287547248;Hongcheng Zou;Università di Catania
281097328;Marko Tscherepanow;SMILES LAB, Xi’an Jiaotong University, China
2689540988;Chang-Jung Juan;School of EEE, Block S2, Nanyang Technology University, Singapore
2681149188;Hieronymus Gruber;U. Prof. Adolfo López Mateos
259619398;Claudia Linnhoff-Popien;SAP Research Darmstadt
2040494229;Ilkka Niemelä;UQAM
1971735500;Paulo Quaresma;Information Systems
24490792;Vincent Conitzer;Univ. of Nantes#TAB#
2694284015;Erica Ugazio;University of Canberra
2487250646;Jing Cheng;Linz, Austria
2098280818;Sheikh Iqbal Ahamed;Dept. of Informatics Engineering, University of Porto, Portugal and School of Computer Science, Carnegie Mellon University
2123518152;Laura Florea;Univ. of Kaiserslautern#TAB#
2122403466;W Aerts;Center of Excellence in Information Assurance King Saud University Saudi Arabia
2118420981;Hany H. Ammar;Department of Philosophy, Tsinghua University, Beijing, China
2942167196;Bing Hu;Saint-Petersburg State University
2706818149;Yucheng Liu;FEECS, Department of Cybernetics and Biomedical Engineering, VSB – Technical University of Ostrava, Ostrava, Czech Republic
326947441;Ricardo Pérez-Castillo;Fukushima University
2165242534;Krzysztof Trojanowski;School of Naval, Architecture, Ocean and Civil Engineering, Shanghai Jiao Tong University, Shanghai, China
2495433916;Theyab Al Tamimi;Temasek Laboratories, National University of Singapore, Singapore,
2804062645;Kadim Taşdemir;Yunnan University
2760852029;David Powell;LETI (CEA — Technologies Avancées)
2156332979;Antonio Moreno;Dept. Matemàtica Aplicada 2, Universitat Politècnica de Catalunya#TAB#
2224363331;Nieves R. Brisaboa;California State University#TAB#
242662612;Anil Nemili;Yonsei University,#TAB#
2227779406;Sandra P. Whiteside;Peking University Beijing China
2719901547;A. S. Verma;Deutsches Forschungszentrum für Künstliclie Intelligenz GmbH, Saarbrucken 11, Germany#TAB#
2182731144;Carlos José Pereira de Lucena;Athens University of Economics and Business.
2719572912;Ian Cornelius;University of Tulsa, Tulsa, OK,
2508390520;Yoshinori Sagisaka;Informatik E.T.H.
2275968197;Frank Victor;Cadence Design Systems, GmbH
2130495853;Lynne E. Parker;Institute of Signal Processing and Speech Communication (4420)
699072579;Thomas Portele;iTAKA Res. Grp. --Intell. Tech. for Adv. Knowl. Acq., Univ. Rovira i Virgili. Dept. of Comp. Sci. and Math., Avda. Paisos Catalans, 26. 43007 Tarragona, Catalunya, {david.isern, david.sanchez, ant ...#TAB#
2640075797;Michael Weitzel;Fraunhofer-Institut für Produktionstechnik und Automatisierung IPA, Stuttgart, Germany
2142917355;Shaoqiang Zhang;Research and Development Planning Department, NTT DoCoMo, Inc., Sanno Park Tower 39th Floor 11-1, Nagata-cho 2-chome Chiyoda-Ku, Tokyo 100-6150, Japan E-mail: kawadae@nttdocomo.co.jp#TAB#
2225911406;Igor Djurovic;Universidade Féderal do Rio Grande do Sul
339331339;Alberto Dennunzio;Universiti Tun, Hussein Onn Malaysia
2248607981;Leon Osterweil;NASA/Ames Research Center#TAB#
220641829;Victor Abrash;Department of Photogrammetry, Institute of Geodesy and Geoinformation, University of Bonn, Bonn, Germany#TAB#
2042412137;Kyung-Goo Doh;IBM, Amsterdam, The Netherlands#TAB#
2398704279;Britton Hennessey;Department of Radiology, The University of Chicago Chicago IL
2133726468;Dongpyo Oh;Aerial Images, Inc., Raleigh, USA
2635036015;F. Duttenhofer;Dept. of Computing Science, University of Alberta, Edmonton Alberta, Canada#TAB#
2071027121;Mor Peleg; University of Missouri
176195856;Wendy A. Lawrence-Fowler;Qingdao University
2974572717;Teresa Ho;#N#University of Glasgow#N#
1972086764;Riccardo Corsi;Lab. de Recherche en Informatique, Univ.äParis-Sud, CNRS, Orsay, France#TAB#
275415807;Nasser Sherkat;Computer Science Department Universidad Carlos III de Madrid Madrid Spain
2039377645;Zachary Palmer;臨床工学科
2636690806;Sai Shankar;College of Applied Science, Taiyuan University of Science and Technology, Taiyuan, China
2640038992;Chien-Yu Lin;Dip. Elettronica per l'Automazione, Univ. of Brescia, Italy#TAB#
2128840909;Tae-Kyung Kim;Department of Computer Science, University of Szeged, Hungary
669381866;Colin Fyfe;Graz University of Technology
29956401;Hessam Sarjoughian;Department of Computer Science and Technology, BESU, West Bengal, India#TAB#
2722624001;Tie-Cheng Yu;Laboratory of Information and Communication Systems Security, Department of Information and Communication Systems Engineering, University of the Aegean, Samos, Greece
2102561201;Phalguni Gupta;"Jadavpur University;"
2154432462;M. J. Brooks;University of Hawai’i at Mānoa
2985164481;Francisco J. Díaz;Kasetsart University, University of California
1983359683;Julia Hirschberg;University of San Francisco, School of Management, San Francisco, CA 94117, USA#TAB#
2128060416;Ian D. Sanders;School of Electrical Eng., ASRI, Seoul National University, 151-600, Seoul
1336100651;Hy Murveit;Cornell University, Department of Design and Environmental Analysis, College of Human Ecology, Ithaca, NY#TAB#
2133486062;José M. Molina;School of Industrial Engineering, Purdue University, West Lafayette, USA IN 47907#TAB#
2015334926;Heiko Kopp;M. M. Engineering College, M. M. University
2103028973;P. Innocenti;Gdynia Maritime University
377892621;Katarina Bartkova;University of West Bohemia in Pilsen#TAB#
2608024800;Maurice S. Elzas;School of Computer Science, University of Manchester, , UK
2048719660;Fabio Roli;Hitachi (China) Research & Development Corporation
2687845625;K. Sivakami Sundari;The Rayne Institute
2095761621;David G. Pisano;Univ. of Tennessee, Knoxville, TN.
1832751096;André Gohr;University College cork
2306801064;Habiba Drias;School of Electrical Eng. and Computer Science, University of Ottawa, Canada
2673006333;Daniel J. Quinlan;#N#            * University of Aberdeen
2142692711;Marco Schreyer;Epidaure Project, INRIA Sophia Antipolis, Sophia Antipolis, France
2811065279;Tapio Takala;Nanyang Technological University
2806055360;Kazushi Ikeda;Association for Information Systems
1871374105;Antonio Cisternino;Joanneum Research Forschungsgesellschaft mbH#TAB#
2131872098;Md. Faijul Amin;Department of Computer Science, Oslo University College, Norway
2703376340;Yulong Pei;Parque Tecnológico Walqa Ed.1. Cuarte (Huesca)
2721105740;George Kelley;Imperial College London
2211932647;Jan Ježek;UNIFESP São José dos Campos, São José dos Campos, Brazil
2140973757;Drew McDermott;University of Sheffield, Dept. of Automatic Control & Systems Engineering, U.K.#TAB#
2281384163;Léon Gondelman;Dept. of Computer Science, University of Massachusetts, Amherst MA
2582826008;J. D. A. Abeysekera;QCyCAR Research Group, Escuela Superior de Informática, Universidad de Castilla-La Mancha, Ciudad Real, Spain#TAB#
2144246123;Wynn Stirling;MIRACL-FSEG, Sfax University, Sfax, Tunisia#TAB#
303037059;Etiel Petrinja;DEIS - University of Bologna, Bologna - Italy
402668717;J. Wolfgang Kaltz;CIFASIS-CONICET, Universidad Nacional de Rosario, Argentina#TAB#
2715413700;Jinming Ge;Department of System Design and Informatics, Kyushu Institute of Technology, Fukuka, Japan
28556126;Hussein T. Mouftah;Dalian University of Technology,
2468484165;Ian Hamlet;Fukuoka Institute of Technology (FIT)#TAB#
2239823754;Katsuya Kondo;Corvinus University of Budapest,  Budapest
2115290263;Ralph W. L. Ip;University of Leiden, Leiden, The Netherlands,
83198093;Kokou Yétongnon;Utrecht University, Utrecht, the Netherlands
2267729580;Hiroshi Nozawa;IBM
2113542924;Ben Hurley;, University of Salerno
2394526669;Johanna Tommila;Karadeniz Technical Univ.
2167429429;Neil Cooke;University of Ss. Cyril and Methodius
2722029410;Dirk De Maeyer;Hitachi. Ltd
1485809630;Danilo Caivano;"University of Texas at Arlington;"
2003999242;Miroslav Voznak;Center for Human-Computer Interaction, The Pennsylvania State University, University Park, Pennsylvania
2156644708;Teresa Gonçalves;Univ. of Szeged
2469425952;Richard De Gennaro;ENDIF University of Ferrara Ferrara, Italy
2893391628;Hyun Soo Kim;School of Computer Science University of Nottingham, UK
2016301946;Brett Stevens;Department of EECS, Vanderbilt University, Box 1824B, Nashville, TN 37235. U.S.A.#TAB#
1943312276;Ronaldo Ronaldo;Department of Statistics , Rajshahi University , Rajshahi , Bangladesh
2103051035;W. Bastiaan Kleijn;Ss. Cyril and Methodius University
2686453920;Hua Xie;Universidad  de Sevilla
2402322626;Gustavo Baseggio;Escuela Superior de Ingenieros, Sevilla, Spain#TAB#
2686301374;Marco Santini;Lancaster University ()
1713850995;Felix Beyeler;The Univ. of Auckland
705938495;Belinda Gimbert;University of Bari “Aldo Moro
2122562651;Jack E. Houston;Marquette University.
2193835503;Jean Simard;Sun Yat-Sen University
2020085192;Asta Laiho;Rensselaer Polytechnic Institute Troy, NY
2007797616;Matti Pietikäinen;Department of Philosophy, Tsinghua University, Beijing, China
2144502906;Eugenio Villar;University of Tsukuba
2987536810;Don E. Libes;Intel, USA#TAB#
2723848810;Khaled K. Deeb;Beddit.com Ltd, Espoo, Finland#TAB#
2170741903;Kathryn H. Bowles;ABB Corporate Research Germany, Germany#TAB#
2146265845;Vrena B. Flint;University of Wisconsin
1482108584;Rafail Ostrovsky;Center for Complex Systems Research, Univerity of Illinois at Urbana-Champaign, Urbana-Champaign, IL, USA and Complex Adaptive System of Systems (CASoS) Engineering, Sandia National Laboratories, ...#TAB#
58165029;Dina Demner-Fushman;Namibia University of Science and Technology
2405588340;Sushant Prakash;Research and Development Planning Department, NTT DoCoMo, Inc., Sanno Park Tower 39th Floor 11-1, Nagata-cho 2-chome Chiyoda-Ku, Tokyo 100-6150, Japan E-mail: kawadae@nttdocomo.co.jp#TAB#
2191818565;Mahmut Kandemir;Saint-Petersburg State University
2121184580;Hikaru Suzuki;Universidade de Coimbra, Informática, Coimbra, Portugal#TAB#
2603135708;Jeremy Powers;Institute of Mathematics, Silesian University of Technology, Poland#TAB#
2346539398;Ram L. Kumar;Departamento de Computación, FCEyN, Universidad de Buenos Aires and CONICET, Buenos Aires, Argentina#TAB#
2227644323;Michael J. Zwilling;University Medical Center, Utrecht#TAB#
2050064891;Tarek S. Sobh;LARODEC Laboratory, ISG of Tunis
2018225594;Antoni Burguera;Faculty of Human Science, Toyo Eiwa University, Kanagawa, Japan
2711360132;Arjan Bulthuis;Xiamen University
376401145;B. Yegnanarayana;Institut für Informatik, Universität Leipzig, Leipzig, Germany
2673645708;Yihua Philip Sheng;Iowa State University Ames, IA
2075430301;Shigeyoshi Kitazawa;Applied Cognitive Computing Group, Santa Catarina State University, Joinville, Brazil,Bioinformatics Laboratory, Federal Technological University of Paraná, Curitiba, Brazil
1996020375;James D. McKeen;European Software Institute
2146311182;José Maria Parente de Oliveira;McGill University
2073647595;Prabhat Avasare;Chongqing University of Technology
2657095993;Jinguang Sun;Centre for Cancer Research and Cell Biology, Queen's University, Belfast, N. Ireland
2166623132;T. D. Wilson;University of Wroclaw
1996144054;Sue Stirk;UNIVERSITY OF AVEIRO
2397066721;Tasos Kontogiorgis;"University of California Los Angeles; Los Angeles CA"
2122757173;Irwin Brown;School of Computing Science, University of Glasgow, Glasgow, UK
1988740878;Tomi Heimonen;Queen's University Belfast
2707527342;Parag K. Lala;Roma Tre University#TAB#
